phase,node,time,tau,T_i,px,py,pz,vx,vy,vz,Fx,Fy,Fz
1,0,0.0,0.0,299.9997092474181,10.0,-35.0,5.0,0.0,0.0,0.0,-0.005008744937184368,0.004831318435747078,0.02159540504299456
1,1,4.999995154123635,0.016666666666666666,299.9997092474181,9.994202160264654,-34.99393988051565,5.026920599786679,-0.002314765280812881,0.0024282349210005888,0.010768223955017954,-0.004913471781966128,0.004792526364193314,0.021037175915101156
1,2,9.99999030824727,0.03333333333333333,299.9997092474181,9.977015070336499,-34.9757249840547,5.106983823924605,-0.004555728390454402,0.004861782078490093,0.02125701823540981,-0.00481905859680738,0.004752705385852766,0.020478327978994487
1,3,14.999985462370905,0.05,299.9997092474181,9.948806300827114,-34.94533203175109,5.238790977136723,-0.00672346657460622,0.007299329598524535,0.03146576490880875,-0.00472550816022498,0.004711864843588238,0.019918877673391785
1,4,19.99998061649454,0.06666666666666667,299.9997092474181,9.909940513348781,-34.902744276687464,5.42094031562205,-0.008818566177135926,0.00973957658947565,0.04139386249981722,-0.004632823225358524,0.004670014110022658,0.019358841454782245
1,5,24.99997577061817,0.08333333333333333,299.9997092474181,9.86077941522514,-34.84795144870046,5.652027129407088,-0.010841622559408706,0.012181233255163291,0.051040726016585394,-0.004541006519891864,0.004627162587258278,0.018798235796943983
1,6,29.99997092474181,0.1,299.9997092474181,9.801681714606456,-34.78094969862289,5.930643824828313,-0.01279324001913389,0.014623021006969654,0.060405786976663246,-0.004450060745975436,0.004583319706593598,0.018237077190461148
1,7,34.99996607886544,0.11666666666666667,299.9997092474181,9.733003075991792,-34.70174154196789,6.255380007142114,-0.014674031708750649,0.017063672574929183,0.06948849343212553,-0.004359988580149401,0.004538494928237806,0.017675382142241295
1,8,39.99996123298908,0.13333333333333333,299.9997092474181,9.655096076160424,-34.61033580206016,6.62482256325853,-0.016484619553357262,0.01950193211778792,0.0782883099939691,-0.0042707926732676186,0.004492697741022617,0.01711316717503305
1,9,44.99995638711271,0.15,299.9997092474181,9.568310160514699,-34.506747552619565,7.037555744595154,-0.018225634168188273,0.021936555332026122,0.086804717855782,-0.004182475650422489,0.0044459376621112864,0.0165504488269441
1,10,49.99995154123634,0.16666666666666666,299.9997092474181,9.472991599836673,-34.390998059802165,7.492161250047566,-0.019897714775644035,0.024366309559837738,0.09503721481668373,-0.00409504011087065,0.004398224236704575,0.015987243650959673
1,11,54.99994669535998,0.18333333333333332,299.9997092474181,9.369483447460677,-34.263114723704035,7.987218309072641,-0.02150150912187701,0.026789973896060557,0.10298531530353633,-0.004008488627959572,0.004349567037743467,0.015423568214461565
1,12,59.99994184948362,0.2,299.9997092474181,9.258125496864068,-34.12313101933304,8.521303764881088,-0.02303767339293944,0.029206339294050466,0.11064855039242584,-0.003922823749055076,0.004299975665608287,0.014859439098747752
1,13,64.99993700360726,0.21666666666666667,299.9997092474181,9.139254239678317,-33.97108643705384,9.092992157735567,-0.02450687213049682,0.031614208670493374,0.11802646782941385,-0.003838047995469801,0.0042494597478139355,0.014294872898552961
1,14,69.99993215773088,0.23333333333333334,299.9997092474181,9.013202824122613,-33.807026422511605,9.700855808350756,-0.025909778147111897,0.03401239700914814,0.125118632050559,-0.003754163862392637,0.004198028938700801,0.013729886221570129
1,15,74.99992731185452,0.25,299.9997092474181,8.880301013862113,-33.63100231603966,10.343464901391677,-0.027247072441103703,0.036399731463513725,0.1319246242012082,-0.003671173818819181,0.004145692919120894,0.013164495687973152
1,16,79.99992246597816,0.26666666666666666,299.9997092474181,8.740875147292929,-33.44307129155648,11.019387569066668,-0.028519444110986437,0.038775051458413604,0.13844404215455786,-0.0035890803074832486,0.004092461396118634,0.01259871792994111
1,17,84.99991762010178,0.2833333333333333,299.9997092474181,8.595248097255986,-33.24329629495747,11.727189974811331,-0.02972759026949289,0.04113720879049017,0.14467650052948497,-0.0035078857447894724,0.004038344102605591,0.012032569591184272
1,18,89.99991277422542,0.3,299.9997092474181,8.443739231181782,-33.03174598200711,12.465436397059822,-0.030872215957187258,0.043485067727601745,0.15062163070764886,-0.00342759252074706,0.003983350797028405,0.011466067326472306
1,19,94.99990792834906,0.31666666666666665,299.9997092474181,8.286664371668083,-32.80849465573677,13.232689313099804,-0.03195403405567225,0.045817505107114236,0.15627908084986372,-0.003348202998904762,0.00392749126302886,0.010899227801165118
1,20,99.99990308247268,0.3333333333333333,299.9997092474181,8.12433575749261,-32.573622203353935,14.02750948300747,-0.03297376520039547,0.04813341043307921,0.1616485159117432,-0.0032697195162871124,0.0038707753090949613,0.010332067690746929
1,21,104.99989823659632,0.35,299.9997092474181,7.957062005062676,-32.32721403266825,14.848456033658948,-0.03393213769306013,0.05043168597228956,0.16672961765861793,-0.00319214438333203,0.003813212768201568,0.009764603680364194
1,22,109.99989339071996,0.36666666666666664,299.9997092474181,7.785148070303744,-32.06936100804021,15.694086542814498,-0.03482988741364525,0.052711246849203246,0.17152208467972752,-0.003115479883829873,0.003754813497438817,0.00919685246436829
1,23,114.99988854484359,0.3833333333333333,299.9997092474181,7.608895210988842,-31.800159385858013,16.56295712327185,-0.035667757732040714,0.05497102113972489,0.17602563240168906,-0.00303972827486406,0.0036955873776262096,0.008628830745863951
