outer_iter,iter,time,ux,uy,uz
0,1,0,-0.000171209,0.000169362,0.000991768
0,1,1.00015,-0.000167225,0.000172226,0.000966204
0,1,2.00029,-0.000163302,0.000174921,0.000941094
0,1,3.00044,-0.000159439,0.000177448,0.000916427
0,1,4.00058,-0.000155635,0.000179807,0.000892192
0,1,5.00073,-0.000151887,0.000182001,0.00086838
0,1,6.00087,-0.000148196,0.000184031,0.000844979
0,1,7.00102,-0.000144558,0.000185896,0.000821981
0,1,8.00116,-0.000140973,0.000187598,0.000799375
0,1,9.00131,-0.00013744,0.000189137,0.000777152
0,1,10.0015,-0.000133957,0.000190513,0.000755302
0,1,11.0016,-0.000130522,0.000191726,0.000733817
0,1,12.0017,-0.000127135,0.000192777,0.000712687
0,1,13.0019,-0.000123794,0.000193664,0.000691904
0,1,14.002,-0.000120498,0.000194388,0.000671458
0,1,15.0022,-0.000117245,0.000194948,0.000651343
0,1,16.0023,-0.000114035,0.000195342,0.000631548
0,1,17.0025,-0.000110866,0.000195571,0.000612067
0,1,18.0026,-0.000107737,0.000195632,0.00059289
0,1,19.0028,-0.000104647,0.000195525,0.000574012
0,1,20.0029,-0.000101594,0.000195248,0.000555423
0,1,21.003,-9.85782e-05,0.000194799,0.000537117
0,1,22.0032,-9.55977e-05,0.000194176,0.000519086
0,1,23.0033,-9.26515e-05,0.000193377,0.000501323
0,1,24.0035,-8.97387e-05,0.000192401,0.000483822
0,1,25.0036,-8.68581e-05,0.000191244,0.000466574
0,1,26.0038,-8.40088e-05,0.000189904,0.000449575
0,1,27.0039,-8.11898e-05,0.000188379,0.000432816
0,1,28.0041,-7.84002e-05,0.000186666,0.000416292
0,1,29.0042,-7.56389e-05,0.000184761,0.000399997
0,1,30.0044,-7.29051e-05,0.000182662,0.000383924
0,1,31.0045,-7.01978e-05,0.000180365,0.000368066
0,1,32.0046,-6.75162e-05,0.000177867,0.000352419
0,1,33.0048,-6.48593e-05,0.000175163,0.000336976
0,1,34.0049,-6.22264e-05,0.000172251,0.000321731
0,1,35.0051,-5.96164e-05,0.000169125,0.000306678
0,1,36.0052,-5.70286e-05,0.000165782,0.000291811
0,1,37.0054,-5.4462e-05,0.000162217,0.000277124
0,1,38.0055,-5.19158e-05,0.000158425,0.00026261
0,1,39.0057,-4.9389e-05,0.000154401,0.000248264
0,1,40.0058,-4.68807e-05,0.000150139,0.000234079
0,1,41.0059,-4.43899e-05,0.000145633,0.000220048
0,1,42.0061,-4.19156e-05,0.000140878,0.000206164
0,1,43.0062,-3.94567e-05,0.000135867,0.000192421
0,1,44.0064,-3.70121e-05,0.000130591,0.00017881
0,1,45.0065,-3.45807e-05,0.000125045,0.000165324
0,1,46.0067,-3.21613e-05,0.000119218,0.000151954
0,1,47.0068,-2.97527e-05,0.000113104,0.000138694
0,1,48.007,-2.73535e-05,0.000106692,0.000125533
0,1,49.0071,-2.49627e-05,9.99728e-05,0.000112465
0,1,50.0073,-2.25788e-05,9.29366e-05,9.94798e-05
0,1,51.0074,-2.02008e-05,8.55729e-05,8.65698e-05
0,1,52.0075,-1.78273e-05,7.78709e-05,7.37265e-05
0,1,53.0077,-1.54572e-05,6.98197e-05,6.09419e-05
0,1,54.0078,-1.30895e-05,6.14081e-05,4.82082e-05
0,1,55.008,-1.07233e-05,5.26249e-05,3.55178e-05
0,1,56.0081,-8.35746e-06,4.34588e-05,2.28638e-05
0,1,57.0083,-5.99136e-06,3.38985e-05,1.02394e-05
0,1,58.0084,-3.62428e-06,2.39328e-05,-2.3616e-06
0,1,59.0086,-1.25564e-06,1.35506e-05,-1.4945e-05
0,1,60.0087,-2.08137e-06,-0.000345735,-0.00024811
0,1,61.0088,-3.14299e-06,-0.00160568,0.00113503
0,1,62.009,-6.25336e-06,-0.00249457,0.00228045
0,1,63.0091,-1.03943e-05,-0.003074,0.00321076
0,1,64.0093,-1.47943e-05,-0.00340099,0.00394782
0,1,65.0094,-1.88996e-05,-0.00352716,0.00451263
0,1,66.0096,-2.23427e-05,-0.00349828,0.00492516
0,1,67.0097,-2.49092e-05,-0.00335409,0.00520426
0,1,68.0099,-2.65069e-05,-0.00312846,0.00536758
0,1,69.01,-2.71367e-05,-0.00284964,0.00543151
0,1,70.0102,-2.68665e-05,-0.00254069,0.0054112
0,1,71.0103,-2.58093e-05,-0.00221998,0.00532053
0,1,72.0104,-2.41044e-05,-0.00190169,0.00517214
0,1,73.0106,-2.19022e-05,-0.00159637,0.00497745
0,1,74.0107,-1.93533e-05,-0.00131151,0.00474672
0,1,75.0109,-1.65993e-05,-0.001052,0.00448909
0,1,76.011,-1.37673e-05,-0.000820627,0.00421263
0,1,77.0112,-1.09664e-05,-0.000618503,0.00392444
0,1,78.0113,-8.28579e-06,-0.000445442,0.00363068
0,1,79.0115,-5.79449e-06,-0.000300293,0.00333665
0,1,80.0116,-3.54222e-06,-0.000181217,0.00304687
0,1,81.0117,-1.56103e-06,-8.59238e-05,0.00276511
0,1,82.0119,1.32668e-07,-1.18634e-05,0.00249453
0,1,83.012,1.53562e-06,4.36234e-05,0.00223766
0,1,84.0122,2.65526e-06,8.3187e-05,0.00199652
0,1,85.0123,3.50728e-06,0.000109382,0.00177265
0,1,86.0125,4.11326e-06,0.000124608,0.00156718
0,1,87.0126,4.49866e-06,0.000131068,0.00138088
0,1,88.0128,4.69093e-06,0.000130747,0.00121417
0,1,89.0129,4.71803e-06,0.000125406,0.00106721
0,1,90.0131,4.6072e-06,0.000116585,0.000939907
0,1,91.0132,4.38405e-06,0.00010561,0.000831967
0,1,92.0133,4.07188e-06,9.36158e-05,0.000742897
0,1,93.0135,3.69129e-06,8.1558e-05,0.000672047
0,1,94.0136,3.26006e-06,7.02398e-05,0.000618623
0,1,95.0138,2.7931e-06,6.03295e-05,0.000581704
0,1,96.0139,2.3027e-06,5.23812e-05,0.000560252
0,1,97.0141,1.79882e-06,4.6851e-05,0.000553121
0,1,98.0142,1.28951e-06,4.4111e-05,0.000559061
0,1,99.0144,7.81397e-07,4.44587e-05,0.000576721
0,1,100.015,2.80218e-07,4.81221e-05,0.000604647
0,1,101.015,-2.08687e-07,5.52595e-05,0.000641283
0,1,102.015,-6.79862e-07,6.59545e-05,0.000684958
0,1,103.015,-1.12732e-06,8.02049e-05,0.000733886
0,1,104.015,-1.54421e-06,9.79075e-05,0.000786151
0,1,105.015,-1.92262e-06,0.000118837,0.000839693
0,1,106.015,-2.25356e-06,0.000142619,0.000892292
0,1,107.016,-2.52711e-06,0.000168707,0.000941546
0,1,108.016,-2.73279e-06,0.000196339,0.000984853
0,1,109.016,-2.86012e-06,0.000224509,0.00101939
0,1,110.016,-2.89944e-06,0.000251911,0.00104209
0,1,111.016,-2.84285e-06,0.000276886,0.00104963
0,1,112.016,-2.68562e-06,0.000297343,0.00103846
0,1,113.016,-2.42804e-06,0.000310701,0.00100476
0,1,114.017,-2.07797e-06,0.000313839,0.000944473
0,1,115.017,-1.65375e-06,0.000303097,0.000853323
0,1,116.017,-1.18741e-06,0.000274301,0.000726833
0,1,117.017,-7.27576e-07,0.000222807,0.000560345
0,1,118.017,-3.42191e-07,0.000143566,0.000349048
0,1,119.017,-1.2062e-07,4.88759e-05,0.000114428
0,1,120.017,-3.6011e-06,6.30071e-05,-0.000132843
0,1,121.018,-3.55047e-06,5.927e-05,-0.000131338
0,1,122.018,-3.50326e-06,5.56033e-05,-0.000129857
0,1,123.018,-3.45925e-06,5.20073e-05,-0.000128398
0,1,124.018,-3.4182e-06,4.8482e-05,-0.000126958
0,1,125.018,-3.37992e-06,4.50275e-05,-0.000125535
0,1,126.018,-3.34418e-06,4.16441e-05,-0.000124128
0,1,127.018,-3.31078e-06,3.8332e-05,-0.000122734
0,1,128.019,-3.27951e-06,3.50916e-05,-0.000121352
0,1,129.019,-3.25017e-06,3.19231e-05,-0.000119978
0,1,130.019,-3.22257e-06,2.88271e-05,-0.000118611
0,1,131.019,-3.19651e-06,2.58039e-05,-0.000117249
0,1,132.019,-3.17179e-06,2.28542e-05,-0.00011589
0,1,133.019,-3.14823e-06,1.99784e-05,-0.000114531
0,1,134.019,-3.12565e-06,1.71772e-05,-0.000113171
0,1,135.02,-3.10385e-06,1.44513e-05,-0.000111807
0,1,136.02,-3.08266e-06,1.18014e-05,-0.000110436
0,1,137.02,-3.06188e-06,9.22836e-06,-0.000109058
0,1,138.02,-3.04136e-06,6.733e-06,-0.000107669
0,1,139.02,-3.02089e-06,4.31624e-06,-0.000106267
0,1,140.02,-3.00032e-06,1.97903e-06,-0.00010485
0,1,141.02,-2.97945e-06,-2.77603e-07,-0.000103416
0,1,142.021,-2.95811e-06,-2.45259e-06,-0.000101962
0,1,143.021,-2.93613e-06,-4.5448e-06,-0.000100486
0,1,144.021,-2.91333e-06,-6.55304e-06,-9.89855e-05
0,1,145.021,-2.88952e-06,-8.47609e-06,-9.74585e-05
0,1,146.021,-2.86454e-06,-1.03126e-05,-9.59025e-05
0,1,147.021,-2.8382e-06,-1.20614e-05,-9.43149e-05
0,1,148.021,-2.81033e-06,-1.37208e-05,-9.26934e-05
0,1,149.022,-2.78073e-06,-1.52896e-05,-9.10355e-05
0,1,150.022,-2.74924e-06,-1.67662e-05,-8.93388e-05
0,1,151.022,-2.71565e-06,-1.81491e-05,-8.76007e-05
0,1,152.022,-2.67979e-06,-1.94365e-05,-8.58186e-05
0,1,153.022,-2.64147e-06,-2.0627e-05,-8.39901e-05
0,1,154.022,-2.60048e-06,-2.17187e-05,-8.21125e-05
0,1,155.022,-2.55664e-06,-2.27099e-05,-8.01831e-05
0,1,156.023,-2.50973e-06,-2.35987e-05,-7.81993e-05
0,1,157.023,-2.45955e-06,-2.43833e-05,-7.61582e-05
0,1,158.023,-2.40589e-06,-2.50616e-05,-7.4057e-05
0,1,159.023,-2.34852e-06,-2.56315e-05,-7.18927e-05
0,1,160.023,-2.28722e-06,-2.60911e-05,-6.96623e-05
0,1,161.023,-2.22175e-06,-2.64379e-05,-6.73627e-05
0,1,162.023,-2.15186e-06,-2.66697e-05,-6.49904e-05
0,1,163.024,-2.0773e-06,-2.67839e-05,-6.2542e-05
0,1,164.024,-1.9978e-06,-2.6778e-05,-6.0014e-05
0,1,165.024,-1.91306e-06,-2.66493e-05,-5.74025e-05
0,1,166.024,-1.82282e-06,-2.63948e-05,-5.47035e-05
0,1,167.024,-1.72674e-06,-2.60115e-05,-5.19129e-05
0,1,168.024,-1.62451e-06,-2.54963e-05,-4.90263e-05
0,1,169.025,-1.5158e-06,-2.48456e-05,-4.60393e-05
0,1,170.025,-1.40026e-06,-2.40562e-05,-4.29472e-05
0,1,171.025,-1.27752e-06,-2.31242e-05,-3.97452e-05
0,1,172.025,-1.1472e-06,-2.20459e-05,-3.64285e-05
0,1,173.025,-1.00891e-06,-2.08174e-05,-3.29921e-05
0,1,174.025,-8.62258e-07,-1.94346e-05,-2.9431e-05
0,1,175.025,-7.06822e-07,-1.78935e-05,-2.57401e-05
0,1,176.026,-5.42179e-07,-1.61898e-05,-2.19144e-05
0,1,177.026,-3.67892e-07,-1.43194e-05,-1.79489e-05
0,1,178.026,-1.83515e-07,-1.22779e-05,-1.38386e-05
0,1,179.026,1.14062e-08,-1.00611e-05,-9.5786e-06
0,1,180.026,5.0994e-06,-0.00010193,-8.03576e-05
0,1,181.026,5.65952e-06,0.000480669,0.000403476
0,1,182.026,7.18989e-06,0.000963487,0.000804383
0,1,183.027,9.4083e-06,0.00135598,0.00113023
0,1,184.027,1.20715e-05,0.00166732,0.00138863
0,1,185.027,1.49733e-05,0.00190629,0.0015869
0,1,186.027,1.79418e-05,0.00208124,0.00173199
0,1,187.027,2.0837e-05,0.00220008,0.00183046
0,1,188.027,2.3548e-05,0.00227017,0.00188843
0,1,189.027,2.59899e-05,0.00229838,0.00191162
0,1,190.028,2.81009e-05,0.00229102,0.00190527
0,1,191.028,2.98397e-05,0.0022539,0.00187421
0,1,192.028,3.11824e-05,0.00219228,0.0018228
0,1,193.028,3.21201e-05,0.00211091,0.00175501
0,1,194.028,3.26563e-05,0.00201405,0.00167437
0,1,195.028,3.2805e-05,0.0019055,0.00158403
0,1,196.028,3.25881e-05,0.00178858,0.00148676
0,1,197.029,3.20337e-05,0.00166623,0.001385
0,1,198.029,3.11745e-05,0.00154095,0.00128084
0,1,199.029,3.00464e-05,0.00141492,0.00117607
0,1,200.029,2.8687e-05,0.00128996,0.00107221
0,1,201.029,2.71344e-05,0.00116759,0.000970533
0,1,202.029,2.54267e-05,0.00104904,0.000872065
0,1,203.029,2.36008e-05,0.000935321,0.000777632
0,1,204.03,2.16919e-05,0.000827193,0.000687877
0,1,205.03,1.97332e-05,0.000725229,0.000603275
