outer_iter,iter,time,x,y,z,vx,vy,vz
0,1,474.128,13.8395,-36.2385,4.34095,0.0160035,-0.00779113,-0.00271471
0,1,482.446,13.9738,-36.3045,4.31819,0.0162687,-0.00807785,-0.00275727
0,1,490.764,14.1102,-36.373,4.29508,0.0165326,-0.00837103,-0.00279953
0,1,499.082,14.2488,-36.4438,4.27162,0.0167952,-0.00867079,-0.00284149,phase1_terminal
0,1,499.082,-2.26578e-05,-24.9031,74.7123,-1.0738e-07,1.66232e-05,-2.1013e-05,phase2_init
0,1,507.4,-2.2433e-05,-24.903,74.7091,1.5953e-07,1.59901e-05,-0.000752229
0,1,515.718,-2.02795e-05,-24.9028,74.6998,3.53406e-07,1.43755e-05,-0.00148344
0,1,524.036,-1.68294e-05,-24.9027,74.6844,4.69765e-07,1.22445e-05,-0.00221465
0,1,532.354,-1.27021e-05,-24.9026,74.663,5.15675e-07,9.93833e-06,-0.00294584
0,1,540.672,-8.43088e-06,-24.9026,74.6354,5.04578e-07,7.69218e-06,-0.00367699
0,1,548.99,-4.42542e-06,-24.9025,74.6018,4.5239e-07,5.65432e-06,-0.00440805
0,1,557.308,-9.63332e-07,-24.9025,74.5621,3.74796e-07,3.90545e-06,-0.00513897
0,1,565.626,1.80091e-06,-24.9024,74.5163,2.85558e-07,2.47619e-06,-0.0058697
0,1,573.944,3.81617e-06,-24.9024,74.4645,1.95651e-07,1.36234e-06,-0.00660016
0,1,582.262,5.11011e-06,-24.9024,74.4065,1.12992e-07,5.37361e-07,-0.00733028
0,1,590.58,5.76434e-06,-24.9024,74.3425,4.25871e-08,-3.77852e-08,-0.00805999
0,1,598.898,5.89174e-06,-24.9024,74.2724,-1.3067e-08,-4.07306e-07,-0.00878921
0,1,607.216,5.61762e-06,-24.9024,74.1963,-5.34702e-08,-6.15424e-07,-0.00951787
0,1,615.534,5.06541e-06,-24.9024,74.1141,-7.95705e-08,-7.03024e-07,-0.0102459
0,1,623.853,4.34667e-06,-24.9024,74.0258,-9.3255e-08,-7.05717e-07,-0.0109732
0,1,632.171,3.55511e-06,-24.9024,73.9315,-9.69135e-08,-6.5299e-07,-0.0116997
0,1,640.489,2.76383e-06,-24.9025,73.8312,-9.30916e-08,-5.68102e-07,-0.0124254
0,1,648.807,2.02508e-06,-24.9025,73.7248,-8.42384e-08,-4.68497e-07,-0.0131501
0,1,657.125,1.37179e-06,-24.9025,73.6124,-7.25378e-08,-3.66502e-07,-0.0138738
0,1,665.443,8.20143e-07,-24.9025,73.494,-5.98132e-08,-2.70178e-07,-0.0145964
0,1,673.761,3.72807e-07,-24.9025,73.3696,-4.74884e-08,-1.84191e-07,-0.0153179
0,1,682.079,2.22182e-08,-24.9025,73.2392,-3.65883e-08,-1.10651e-07,-0.0160382
0,1,690.397,-2.46187e-07,-24.9025,73.1028,-2.77661e-08,-4.98592e-08,-0.0167572
0,1,698.715,-4.51041e-07,-24.9025,72.9604,-2.13432e-08,-9.50202e-10,-0.0174749
0,1,707.033,-6.12459e-07,-24.9025,72.8121,-1.73532e-08,3.75717e-08,-0.0181912
0,1,715.351,-7.49807e-07,-24.9025,72.6578,-1.5582e-08,6.74032e-08,-0.018906
0,1,723.669,-8.79783e-07,-24.9025,72.4976,-1.5602e-08,9.01018e-08,-0.0196193
0,1,731.987,-1.01474e-06,-24.9025,72.3314,-1.67975e-08,1.06823e-07,-0.020331
0,1,740.305,-1.1612e-06,-24.9025,72.1594,-1.83837e-08,1.18119e-07,-0.0210411
0,1,748.623,-1.3185e-06,-24.9025,71.9814,-1.94211e-08,1.23792e-07,-0.0217495
0,1,756.941,-1.47758e-06,-24.9025,71.7975,-1.88323e-08,1.22799e-07,-0.022456
0,1,765.259,-1.61993e-06,-24.9025,71.6078,-1.54257e-08,1.132e-07,-0.0231607
0,1,773.577,-1.71682e-06,-24.9025,71.4122,-7.93449e-09,9.2177e-08,-0.0238635
0,1,781.895,-1.7289e-06,-24.9025,71.2108,4.92124e-09,5.61239e-08,-0.0245643
0,1,790.213,-1.60651e-06,-24.9025,71.0036,2.43424e-08,8.43437e-10,-0.025263
0,1,798.531,-1.29084e-06,-24.9025,70.7906,5.13209e-08,-7.8119e-08,-0.0259596
0,1,806.849,-7.16449e-07,-24.9025,70.5717,8.64683e-08,-1.84968e-07,-0.0266539
0,1,815.167,1.84722e-07,-24.9025,70.3472,1.298e-07,-3.22939e-07,-0.0273458
0,1,823.485,1.47729e-06,-24.9025,70.1168,1.80481e-07,-4.93324e-07,-0.0280353
0,1,831.803,3.21417e-06,-24.9025,69.8808,2.3654e-07,-6.9422e-07,-0.0287223
0,1,840.121,5.42583e-06,-24.9025,69.639,2.94571e-07,-9.18995e-07,-0.0294066
0,1,848.439,8.10723e-06,-24.9025,69.3916,3.49453e-07,-1.15447e-06,-0.0300882
0,1,856.757,1.12025e-05,-24.9025,69.1385,3.9412e-07,-1.37893e-06,-0.0307669
0,1,865.075,1.45883e-05,-24.9025,68.8797,4.1944e-07,-1.55997e-06,-0.0314426
0,1,873.394,1.80568e-05,-24.9025,68.6154,4.14259e-07,-1.65258e-06,-0.0321152
0,1,881.712,2.12998e-05,-24.9025,68.3455,3.65681e-07,-1.5975e-06,-0.0327847
0,1,890.03,2.38971e-05,-24.9025,68.07,2.59662e-07,-1.3205e-06,-0.0334508
0,1,898.348,2.53106e-05,-24.9026,67.789,8.19872e-08,-7.32941e-07,-0.0341136
0,1,906.666,2.48893e-05,-24.9026,67.5025,-1.80301e-07,2.65645e-07,-0.0347729
0,1,914.984,2.18871e-05,-24.9025,67.2105,-5.36997e-07,1.78216e-06,-0.0354287
0,1,923.302,1.54999e-05,-24.9025,66.9131,-9.9235e-07,3.92089e-06,-0.036081
0,1,931.62,4.92299e-06,-24.9025,66.6103,-1.54226e-06,6.76978e-06,-0.0367298
0,1,939.938,-1.05663e-05,-24.9024,66.3021,-2.17121e-06,1.03812e-05,-0.0373751
0,1,948.256,-3.15003e-05,-24.9023,65.9885,-2.84918e-06,1.4746e-05,-0.038017
0,1,956.574,-5.80892e-05,-24.9022,65.6696,-3.52893e-06,1.97618e-05,-0.0386558
0,1,964.892,-9.00695e-05,-24.902,65.3454,-4.14429e-06,2.51938e-05,-0.0392915
0,1,973.21,-0.000126546,-24.9017,65.016,-4.60994e-06,3.06321e-05,-0.0399245
0,1,981.528,-0.000165839,-24.9015,64.6813,-4.82352e-06,3.54447e-05,-0.0405552
0,1,989.846,-0.000205365,-24.9012,64.3413,-4.67056e-06,3.87315e-05,-0.0411841
0,1,998.164,-0.000241987,-24.9008,63.9961,-4.13136e-06,3.99059e-05,-0.0418113,phase2_terminal
0,1,998.164,-0.00246517,24.9195,74.729,-0.00018633,0.000666429,0.000304152,phase3_init
0,1,1006.48,-0.00396478,24.9251,74.7285,-0.000174239,0.000668686,-0.000428002
0,1,1014.8,-0.00536277,24.9306,74.7219,-0.000161903,0.000668742,-0.00116164
0,1,1023.12,-0.0066574,24.9362,74.7092,-0.000149392,0.000666697,-0.00189661
0,1,1031.44,-0.0078475,24.9417,74.6904,-0.000136774,0.000662652,-0.00263278
0,1,1039.75,-0.00893242,24.9472,74.6654,-0.00012411,0.000656703,-0.00337
0,1,1048.07,-0.00991204,24.9526,74.6343,-0.000111459,0.000648949,-0.00410815
0,1,1056.39,-0.0107867,24.958,74.597,-9.88767e-05,0.000639483,-0.00484708
0,1,1064.71,-0.0115572,24.9633,74.5536,-8.64159e-05,0.000628399,-0.00558666
0,1,1073.03,-0.0122247,24.9684,74.5041,-7.41252e-05,0.000615787,-0.00632676
0,1,1081.34,-0.0127909,24.9735,74.4484,-6.20504e-05,0.000601738,-0.00706726
0,1,1089.66,-0.0132577,24.9784,74.3865,-5.02341e-05,0.000586337,-0.00780804
0,1,1097.98,-0.0136274,24.9833,74.3185,-3.87161e-05,0.000569672,-0.00854895
0,1,1106.3,-0.0139027,24.9879,74.2443,-2.75333e-05,0.000551825,-0.0092899
0,1,1114.62,-0.0140865,24.9924,74.1639,-1.67196e-05,0.00053288,-0.0100307
0,1,1122.93,-0.014182,24.9968,74.0774,-6.30641e-06,0.000512915,-0.0107714
0,1,1131.25,-0.0141927,25.001,73.9848,3.67746e-06,0.000492009,-0.0115117
0,1,1139.57,-0.0141222,25.005,73.8859,1.32058e-05,0.000470239,-0.0122516
0,1,1147.89,-0.0139744,25.0088,73.7809,2.22548e-05,0.000447679,-0.0129909
0,1,1156.21,-0.0137535,25.0124,73.6698,3.0803e-05,0.000424402,-0.0137296
0,1,1164.52,-0.0134636,25.0158,73.5525,3.88313e-05,0.000400481,-0.0144675
0,1,1172.84,-0.0131091,25.0191,73.4291,4.63227e-05,0.000375985,-0.0152045
0,1,1181.16,-0.0126946,25.0221,73.2996,5.32625e-05,0.000350982,-0.0159406
0,1,1189.48,-0.0122248,25.0249,73.1639,5.96378e-05,0.00032554,-0.0166756
0,1,1197.8,-0.0117043,25.0275,73.0222,6.54382e-05,0.000299724,-0.0174094
0,1,1206.11,-0.0111379,25.0299,72.8743,7.06547e-05,0.000273599,-0.018142
0,1,1214.43,-0.0105307,25.0321,72.7204,7.52807e-05,0.000247227,-0.0188731
0,1,1222.75,-0.0098874,25.034,72.5603,7.93113e-05,0.000220672,-0.0196028
0,1,1231.07,-0.00921309,25.0357,72.3943,8.27432e-05,0.000193994,-0.0203309
0,1,1239.39,-0.00851273,25.0372,72.2221,8.55754e-05,0.000167253,-0.0210574
0,1,1247.71,-0.00779131,25.0385,72.044,8.78081e-05,0.000140509,-0.0217821
0,1,1256.02,-0.0070538,25.0396,71.8598,8.94437e-05,0.000113821,-0.0225049
0,1,1264.34,-0.00630515,25.0404,71.6696,9.04861e-05,8.72462e-05,-0.0232258
0,1,1272.66,-0.00555028,25.041,71.4734,9.09408e-05,6.08421e-05,-0.0239446
0,1,1280.98,-0.00479404,25.0414,71.2712,9.08152e-05,3.46659e-05,-0.0246613
0,1,1289.3,-0.00404122,25.0416,71.0631,9.01182e-05,8.774e-06,-0.0253758
0,1,1297.61,-0.00329654,25.0416,70.8491,8.88604e-05,-1.67772e-05,-0.026088
0,1,1305.93,-0.00256461,25.0413,70.6291,8.70542e-05,-4.19318e-05,-0.0267977
0,1,1314.25,-0.00184993,25.0409,70.4033,8.47134e-05,-6.66337e-05,-0.027505
0,1,1322.57,-0.00115689,25.0402,70.1716,8.18538e-05,-9.08271e-05,-0.0282097
0,1,1330.89,-0.000489723,25.0394,69.934,7.84924e-05,-0.000114456,-0.0289117
0,1,1339.2,0.000147468,25.0383,69.6906,7.46485e-05,-0.000137464,-0.0296109
0,1,1347.52,0.000750756,25.0371,69.4414,7.03426e-05,-0.000159796,-0.0303072
0,1,1355.84,0.00131639,25.0357,69.1864,6.55973e-05,-0.000181394,-0.0310006
0,1,1364.16,0.00184082,25.0341,68.9257,6.04367e-05,-0.000202202,-0.031691
0,1,1372.48,0.00232069,25.0323,68.6592,5.4887e-05,-0.000222163,-0.0323782
0,1,1380.79,0.00275289,25.0304,68.387,4.89758e-05,-0.000241218,-0.0330621
0,1,1389.11,0.00313453,25.0283,68.1092,4.27331e-05,-0.00025931,-0.0337428
0,1,1397.43,0.00346298,25.0261,67.8257,3.61904e-05,-0.00027638,-0.03442
0,1,1405.75,0.00373589,25.0237,67.5366,2.93814e-05,-0.000292368,-0.0350937
0,1,1414.07,0.00395119,25.0212,67.2419,2.23418e-05,-0.000307213,-0.0357638
0,1,1422.38,0.00410711,25.0186,66.9416,1.51091e-05,-0.000320856,-0.0364302
0,1,1430.7,0.00420223,25.0159,66.6358,7.72334e-06,-0.000333235,-0.0370928
0,1,1439.02,0.00423543,25.013,66.3246,2.2644e-07,-0.000344287,-0.0377515
0,1,1447.34,0.00420597,25.0101,66.0078,-7.33734e-06,-0.00035395,-0.0384062
0,1,1455.66,0.0041135,25.0072,65.6856,-1.49215e-05,-0.000362161,-0.0390568
0,1,1463.97,0.00395805,25.0041,65.3581,-2.24771e-05,-0.000368854,-0.0397032
0,1,1472.29,0.00374006,25.001,65.0252,-2.99529e-05,-0.000373967,-0.0403453
0,1,1480.61,0.00346042,24.9979,64.6869,-3.72953e-05,-0.000377434,-0.0409831
0,1,1488.93,0.00312048,24.9948,64.3434,-4.4448e-05,-0.000379189,-0.0416163
0,1,1497.25,0.00272205,24.9916,63.9946,-5.13522e-05,-0.000379168,-0.042245,phase3_terminal
0,1,1497.25,0.000508657,49.8817,24.9019,-4.92328e-06,-4.42913e-05,-3.87669e-05,phase4_init
0,1,1505.56,0.00046497,49.8813,24.9005,-5.57877e-06,-4.35397e-05,-0.000282008
0,1,1513.88,0.000416851,49.881,24.8972,-5.98573e-06,-4.16485e-05,-0.000524432
0,1,1522.2,0.000366262,49.8807,24.8918,-6.16992e-06,-3.89375e-05,-0.000766264
0,1,1530.52,0.000314939,49.8803,24.8844,-6.16075e-06,-3.5678e-05,-0.00100769
0,1,1538.84,0.000264363,49.8801,24.875,-5.98941e-06,-3.2095e-05,-0.00124887
0,1,1547.15,0.000215753,49.8798,24.8637,-5.6873e-06,-2.83718e-05,-0.00148991
0,1,1555.47,0.000170075,49.8796,24.8503,-5.28479e-06,-2.46533e-05,-0.00173089
0,1,1563.79,0.000128045,49.8794,24.8349,-4.81028e-06,-2.10512e-05,-0.00197189
0,1,1572.11,9.01567e-05,49.8792,24.8175,-4.28958e-06,-1.76474e-05,-0.00221293
0,1,1580.43,5.67002e-05,49.8791,24.798,-3.74545e-06,-1.44993e-05,-0.00245403
0,1,1588.74,2.77897e-05,49.879,24.7766,-3.19739e-06,-1.16428e-05,-0.0026952
0,1,1597.06,3.39059e-06,49.8789,24.7532,-2.66162e-06,-9.0969e-06,-0.00293643
0,1,1605.38,-1.66531e-05,49.8788,24.7278,-2.15109e-06,-6.86646e-06,-0.00317768
0,1,1613.7,-3.25926e-05,49.8788,24.7003,-1.67573e-06,-4.94563e-06,-0.00341895
0,1,1622.02,-4.47502e-05,49.8788,24.6709,-1.24263e-06,-3.32036e-06,-0.00366018
0,1,1630.33,-5.34967e-05,49.8787,24.6395,-8.56375e-07,-1.97074e-06,-0.00390135
0,1,1638.65,-5.9232e-05,49.8787,24.606,-5.19375e-07,-8.72925e-07,-0.00414241
0,1,1646.97,-6.23686e-05,49.8787,24.5705,-2.32172e-07,-7.76043e-10,-0.00438331
0,1,1655.29,-6.33167e-05,49.8787,24.5331,6.21976e-09,6.72819e-07,-0.00462402
0,1,1663.61,-6.24737e-05,49.8787,24.4936,1.98e-07,1.1749e-06,-0.0048645
0,1,1671.92,-6.02144e-05,49.8787,24.4522,3.46295e-07,1.53164e-06,-0.00510469
0,1,1680.24,-5.68853e-05,49.8788,24.4087,4.54896e-07,1.7677e-06,-0.00534457
0,1,1688.56,-5.27991e-05,49.8788,24.3632,5.28033e-07,1.90585e-06,-0.0055841
0,1,1696.88,-4.82325e-05,49.8788,24.3158,5.70172e-07,1.96666e-06,-0.00582323
0,1,1705.2,-4.34247e-05,49.8788,24.2664,5.85857e-07,1.96832e-06,-0.00606194
0,1,1713.52,-3.85772e-05,49.8788,24.215,5.79575e-07,1.92663e-06,-0.00630019
0,1,1721.83,-3.3855e-05,49.8788,24.1616,5.55653e-07,1.85493e-06,-0.00653795
0,1,1730.15,-2.93878e-05,49.8789,24.1062,5.18185e-07,1.7642e-06,-0.0067752
0,1,1738.47,-2.52727e-05,49.8789,24.0488,4.70973e-07,1.66315e-06,-0.00701191
0,1,1746.79,-2.15763e-05,49.8789,23.9895,4.17494e-07,1.55833e-06,-0.00724804
0,1,1755.11,-1.83378e-05,49.8789,23.9283,3.60882e-07,1.45424e-06,-0.00748359
0,1,1763.42,-1.55717e-05,49.8789,23.865,3.03918e-07,1.35349e-06,-0.00771852
0,1,1771.74,-1.32708e-05,49.8789,23.7999,2.49032e-07,1.25692e-06,-0.00795281
0,1,1780.06,-1.14092e-05,49.8789,23.7327,1.98307e-07,1.16373e-06,-0.00818644
0,1,1788.38,-9.94493e-06,49.8789,23.6637,1.53487e-07,1.0716e-06,-0.0084194
0,1,1796.7,-8.82304e-06,49.8789,23.5927,1.15983e-07,9.76799e-07,-0.00865166
0,1,1805.01,-7.97808e-06,49.879,23.5197,8.68775e-08,8.74332e-07,-0.00888319
0,1,1813.33,-7.33698e-06,49.879,23.4449,6.69228e-08,7.5803e-07,-0.009114
0,1,1821.65,-6.8218e-06,49.879,23.3681,5.6536e-08,6.20695e-07,-0.00934404
0,1,1829.97,-6.35258e-06,49.879,23.2895,5.57868e-08,4.54239e-07,-0.0095733
0,1,1838.29,-5.85025e-06,49.879,23.2089,6.43805e-08,2.49861e-07,-0.00980177
0,1,1846.6,-5.23983e-06,49.879,23.1264,8.16363e-08,-1.75466e-09,-0.0100294
0,1,1854.92,-4.45368e-06,49.879,23.042,1.06463e-07,-3.10183e-07,-0.0102562
0,1,1863.24,-3.43506e-06,49.879,22.9558,1.37334e-07,-6.84956e-07,-0.0104822
0,1,1871.56,-2.14183e-06,49.879,22.8676,1.72265e-07,-1.13519e-06,-0.0107072
0,1,1879.88,-5.50314e-07,49.879,22.7776,2.08804e-07,-1.66914e-06,-0.0109314
0,1,1888.19,1.34078e-06,49.8789,22.6858,2.44025e-07,-2.29364e-06,-0.0111546
0,1,1896.51,3.5065e-06,49.8789,22.5921,2.7455e-07,-3.01352e-06,-0.0113769
0,1,1904.83,5.89207e-06,49.8789,22.4965,2.96593e-07,-3.83079e-06,-0.0115982
0,1,1913.15,8.40979e-06,49.8788,22.3991,3.06037e-07,-4.74385e-06,-0.0118185
0,1,1921.47,1.09368e-05,49.8788,22.2999,2.98556e-07,-5.74651e-06,-0.0120378
0,1,1929.78,1.3314e-05,49.8788,22.1989,2.69785e-07,-6.8269e-06,-0.0122561
0,1,1938.1,1.53467e-05,49.8787,22.096,2.15557e-07,-7.96634e-06,-0.0124733
0,1,1946.42,1.68077e-05,49.8786,21.9914,1.322e-07,-9.13806e-06,-0.0126894
0,1,1954.74,1.74425e-05,49.8785,21.8849,1.6918e-08,-1.0306e-05,-0.0129044
0,1,1963.06,1.69789e-05,49.8784,21.7767,-1.31755e-07,-1.14233e-05,-0.0131182
0,1,1971.37,1.514e-05,49.8783,21.6667,-3.13415e-07,-1.24314e-05,-0.013331
0,1,1979.69,1.16628e-05,49.8782,21.5549,-5.25164e-07,-1.32586e-05,-0.0135426
0,1,1988.01,6.32109e-06,49.8781,21.4414,-7.6091e-07,-1.38189e-05,-0.013753
0,1,1996.33,-1.04407e-06,49.878,21.3261,-1.0106e-06,-1.40117e-05,-0.0139623
0,2,0,10,-35,5,0,0,0
0,2,8.28752,10.0012,-35.0001,4.99979,0.000281651,-2.81187e-05,-5.10321e-05
0,2,16.575,10.0047,-35.0005,4.99915,0.000562133,-5.78712e-05,-0.000102118
0,2,24.8626,10.0105,-35.0011,4.9981,0.000841542,-8.9324e-05,-0.000153251
0,2,33.1501,10.0186,-35.0019,4.99661,0.00111997,-0.000122542,-0.000204426
0,2,41.4376,10.029,-35.0031,4.99471,0.0013975,-0.000157586,-0.000255636
0,2,49.7251,10.0418,-35.0046,4.99238,0.00167423,-0.000194518,-0.000306875
0,2,58.0127,10.0568,-35.0063,4.98962,0.00195023,-0.000233396,-0.000358137
0,2,66.3002,10.0741,-35.0084,4.98644,0.00222558,-0.000274278,-0.000409417
0,2,74.5877,10.0937,-35.0109,4.98283,0.00250037,-0.000317221,-0.000460707
0,2,82.8752,10.1155,-35.0137,4.9788,0.00277466,-0.00036228,-0.000512002
0,2,91.1628,10.1397,-35.0169,4.97435,0.00304853,-0.00040951,-0.000563296
0,2,99.4503,10.1661,-35.0205,4.96947,0.00332205,-0.000458967,-0.000614583
0,2,107.738,10.1947,-35.0245,4.96416,0.00359528,-0.000510706,-0.000665856
0,2,116.025,10.2257,-35.0289,4.95843,0.0038683,-0.000564783,-0.000717111
0,2,124.313,10.2588,-35.0339,4.95228,0.00414116,-0.000621253,-0.000768339
0,2,132.6,10.2943,-35.0392,4.9457,0.00441393,-0.000680174,-0.000819537
0,2,140.888,10.332,-35.0451,4.93869,0.00468667,-0.000741604,-0.000870696
0,2,149.175,10.372,-35.0515,4.93126,0.00495944,-0.000805603,-0.000921811
0,2,157.463,10.4142,-35.0585,4.92341,0.00523229,-0.000872233,-0.000972876
0,2,165.75,10.4587,-35.066,4.91514,0.00550528,-0.000941559,-0.00102388
0,2,174.038,10.5055,-35.0741,4.90644,0.00577846,-0.00101365,-0.00107483
0,2,182.326,10.5545,-35.0828,4.89732,0.00605188,-0.00108856,-0.00112571
0,2,190.613,10.6058,-35.0922,4.88778,0.0063256,-0.00116638,-0.00117651
0,2,198.901,10.6593,-35.1022,4.87782,0.00659965,-0.00124718,-0.00122722
0,2,207.188,10.7152,-35.1128,4.86744,0.00687409,-0.00133105,-0.00127785
0,2,215.476,10.7733,-35.1242,4.85664,0.00714895,-0.00141805,-0.00132838
0,2,223.763,10.8337,-35.1363,4.84542,0.00742428,-0.00150829,-0.00137881
0,2,232.051,10.8963,-35.1492,4.83379,0.00770011,-0.00160186,-0.00142912
0,2,240.338,10.9613,-35.1629,4.82174,0.00797648,-0.00169886,-0.00147932
0,2,248.626,11.0285,-35.1774,4.80927,0.00825342,-0.00179939,-0.0015294
0,2,256.913,11.0981,-35.1927,4.79639,0.00853096,-0.00190357,-0.00157934
0,2,265.201,11.1699,-35.209,4.78309,0.00880912,-0.00201153,-0.00162913
0,2,273.488,11.2441,-35.2261,4.76938,0.00908793,-0.00212337,-0.00167878
0,2,281.776,11.3206,-35.2442,4.75527,0.00936741,-0.00223925,-0.00172827
0,2,290.063,11.3994,-35.2632,4.74074,0.00964756,-0.0023593,-0.0017776
0,2,298.351,11.4805,-35.2833,4.7258,0.00992841,-0.00248367,-0.00182675
0,2,306.638,11.5639,-35.3044,4.71046,0.0102099,-0.00261252,-0.00187571
0,2,314.926,11.6497,-35.3266,4.69471,0.0104922,-0.00274603,-0.00192448
0,2,323.213,11.7379,-35.3499,4.67856,0.0107751,-0.00288437,-0.00197305
0,2,331.501,11.8283,-35.3744,4.66201,0.0110587,-0.00302772,-0.00202141
0,2,339.788,11.9212,-35.4001,4.64506,0.011343,-0.00317628,-0.00206954
0,2,348.076,12.0163,-35.4271,4.62771,0.0116279,-0.00333026,-0.00211744
0,2,356.364,12.1139,-35.4553,4.60996,0.0119134,-0.00348987,-0.0021651
0,2,364.651,12.2138,-35.4849,4.59182,0.0121995,-0.00365533,-0.0022125
0,2,372.939,12.3161,-35.5159,4.57329,0.0124861,-0.00382689,-0.00225964
0,2,381.226,12.4208,-35.5484,4.55437,0.0127732,-0.00400477,-0.0023065
0,2,389.514,12.5278,-35.5823,4.53506,0.0130607,-0.00418924,-0.00235307
