time,u0,u1,u2,phase
232.5,-7.65752e-05,6.89289e-05,4.39503e-05,1
233,-7.64659e-05,6.91285e-05,4.45981e-05,1
233.5,-7.63307e-05,6.93257e-05,4.52455e-05,1
234,-7.61689e-05,6.95205e-05,4.58923e-05,1
234.5,-7.59801e-05,6.97131e-05,4.65384e-05,1
235,-7.57635e-05,6.99036e-05,4.7184e-05,1
235.5,-7.55187e-05,7.0092e-05,4.78288e-05,1
236,-7.52451e-05,7.02787e-05,4.84728e-05,1
236.5,-7.49422e-05,7.04636e-05,4.9116e-05,1
237,-7.46093e-05,7.06469e-05,4.97583e-05,1
237.5,-7.4246e-05,7.08289e-05,5.03997e-05,1
238,-7.38518e-05,7.10096e-05,5.104e-05,1
238.5,-7.34261e-05,7.11893e-05,5.16792e-05,1
239,-7.29685e-05,7.1368e-05,5.23173e-05,1
239.5,-7.24785e-05,7.1546e-05,5.29541e-05,1
240,-7.19557e-05,7.17235e-05,5.35895e-05,1
240.5,-7.13996e-05,7.19007e-05,5.42235e-05,1
241,-7.08098e-05,7.20777e-05,5.48559e-05,1
241.5,-7.0186e-05,7.22548e-05,5.54867e-05,1
242,-6.95278e-05,7.24322e-05,5.61156e-05,1
242.5,-6.88348e-05,7.261e-05,5.67426e-05,1
243,-6.81069e-05,7.27886e-05,5.73675e-05,1
243.5,-6.73436e-05,7.29681e-05,5.79901e-05,1
244,-6.65448e-05,7.31488e-05,5.86104e-05,1
244.5,-6.57103e-05,7.33309e-05,5.9228e-05,1
245,-6.48399e-05,7.35146e-05,5.98428e-05,1
245.5,-6.39334e-05,7.37002e-05,6.04547e-05,1
246,-6.29909e-05,7.3888e-05,6.10633e-05,1
246.5,-6.20122e-05,7.40781e-05,6.16684e-05,1
247,-6.09973e-05,7.42708e-05,6.22697e-05,1
247.5,-5.99463e-05,7.44664e-05,6.28671e-05,1
248,-5.88593e-05,7.46651e-05,6.34601e-05,1
248.5,-5.77364e-05,7.48672e-05,6.40485e-05,1
249,-5.65779e-05,7.50729e-05,6.46319e-05,1
249.5,-5.53839e-05,7.52825e-05,6.52099e-05,1
250,-5.41547e-05,7.54962e-05,6.57823e-05,1
250.5,-5.28908e-05,7.57143e-05,6.63485e-05,1
251,-5.15926e-05,7.5937e-05,6.69082e-05,1
251.5,-5.02604e-05,7.61646e-05,6.74608e-05,1
252,-4.88949e-05,7.63973e-05,6.80059e-05,1
252.5,-4.74968e-05,7.66354e-05,6.8543e-05,1
253,-4.60665e-05,7.6879e-05,6.90715e-05,1
253.5,-4.4605e-05,7.71285e-05,6.95909e-05,1
254,-4.3113e-05,7.73839e-05,7.01005e-05,1
254.5,-4.15913e-05,7.76456e-05,7.05997e-05,1
255,-4.00411e-05,7.79138e-05,7.10878e-05,1
255.5,-3.84633e-05,7.81886e-05,7.15641e-05,1
256,-3.68589e-05,7.84702e-05,7.20279e-05,1
256.5,-3.52293e-05,7.87588e-05,7.24784e-05,1
257,-3.35756e-05,7.90545e-05,7.29147e-05,1
257.5,-3.18993e-05,7.93576e-05,7.3336e-05,1
258,-3.02017e-05,7.96682e-05,7.37414e-05,1
258.5,-2.84844e-05,7.99863e-05,7.413e-05,1
259,-2.67489e-05,8.03121e-05,7.45007e-05,1
259.5,-2.49969e-05,8.06457e-05,7.48525e-05,1
260,-2.32301e-05,8.09872e-05,7.51843e-05,1
260.5,-2.14505e-05,8.13365e-05,7.54951e-05,1
261,-1.96598e-05,8.16939e-05,7.57835e-05,1
261.5,-1.78601e-05,8.20592e-05,7.60485e-05,1
262,-1.60534e-05,8.24326e-05,7.62887e-05,1
262.5,-1.42419e-05,8.28139e-05,7.65028e-05,1
263,-1.24278e-05,8.32032e-05,7.66895e-05,1
263.5,-1.06134e-05,8.36003e-05,7.68473e-05,1
264,-8.80092e-06,8.40052e-05,7.69747e-05,1
264.5,-6.99289e-06,8.44178e-05,7.70702e-05,1
265,-5.19174e-06,8.4838e-05,7.71323e-05,1
265.5,-3.40001e-06,8.52655e-05,7.71592e-05,1
266,-1.62026e-06,8.57002e-05,7.71494e-05,1
266.5,1.44873e-07,8.6142e-05,7.7101e-05,1
267,1.89273e-06,8.65905e-05,7.70124e-05,1
267.5,3.62063e-06,8.70454e-05,7.68816e-05,1
268,5.32584e-06,8.75066e-05,7.67067e-05,1
268.5,7.00562e-06,8.79736e-05,7.64858e-05,1
269,8.65724e-06,8.84461e-05,7.62169e-05,1
269.5,1.02779e-05,8.89237e-05,7.5898e-05,1
270,1.1865e-05,8.9406e-05,7.55269e-05,1
270.5,1.34157e-05,8.98925e-05,7.51016e-05,1
271,1.49274e-05,9.03828e-05,7.46198e-05,1
271.5,1.63975e-05,9.08764e-05,7.40794e-05,1
272,1.78233e-05,9.13727e-05,7.3478e-05,1
272.5,1.92024e-05,9.18711e-05,7.28133e-05,1
273,2.05324e-05,9.23711e-05,7.20831e-05,1
273.5,2.18109e-05,9.2872e-05,7.12848e-05,1
274,2.3036e-05,9.33731e-05,7.04163e-05,1
274.5,2.42054e-05,9.38737e-05,6.9475e-05,1
275,2.53174e-05,9.43732e-05,6.84584e-05,1
275.5,2.63703e-05,9.48707e-05,6.73642e-05,1
276,2.73627e-05,9.53656e-05,6.61898e-05,1
276.5,2.82932e-05,9.58568e-05,6.49328e-05,1
277,2.91611e-05,9.63437e-05,6.35907e-05,1
277.5,2.99655e-05,9.68254e-05,6.21611e-05,1
278,3.07061e-05,9.73009e-05,6.06414e-05,1
278.5,3.1383e-05,9.77694e-05,5.90293e-05,1
279,3.19964e-05,9.82299e-05,5.73222e-05,1
279.5,3.25473e-05,9.86814e-05,5.55178e-05,1
280,3.30368e-05,9.91231e-05,5.36138e-05,1
280.5,3.34666e-05,9.95538e-05,5.16078e-05,1
281,3.38392e-05,9.99726e-05,4.94975e-05,1
281.5,3.41573e-05,0.000100378,4.72808e-05,1
282,3.44245e-05,0.00010077,4.49555e-05,1
282.5,3.46451e-05,0.000101147,4.25194e-05,1
283,3.48241e-05,0.000101508,3.99707e-05,1
283.5,3.49674e-05,0.000101851,3.73073e-05,1
284,3.50819e-05,0.000102176,3.45274e-05,1
284.5,3.51756e-05,0.000102482,3.16294e-05,1
285,3.52576e-05,0.000102767,2.86115e-05,1
285.5,3.53385e-05,0.000103031,2.54722e-05,1
286,3.54307e-05,0.000103273,2.221e-05,1
286.5,3.5548e-05,0.00010349,1.88238e-05,1
287,3.57069e-05,0.000103683,1.53122e-05,1
287.5,3.59263e-05,0.000103851,1.16742e-05,1
288,3.62284e-05,0.000103991,7.9088e-06,1
288.5,3.66394e-05,0.000104104,4.01517e-06,1
289,3.71905e-05,0.000104188,-7.45755e-09,1
289.5,3.79192e-05,0.000104243,-4.1597e-06,1
290,3.88712e-05,0.000104266,-8.4421e-06,1
290.5,4.01024e-05,0.000104259,-1.28551e-05,1
291,4.16824e-05,0.000104219,-1.7399e-05,1
291.5,4.36984e-05,0.000104145,-2.2074e-05,1
292,4.62613e-05,0.000104038,-2.68804e-05,1
292.5,4.95125e-05,0.000103896,-3.18182e-05,1
293,5.3634e-05,0.000103719,-3.68875e-05,1
293.5,5.88615e-05,0.000103506,-4.20881e-05,1
294,6.5501e-05,0.000103257,-4.742e-05,1
294.5,7.39497e-05,0.00010297,-5.28828e-05,1
295,8.47231e-05,0.000102647,-5.84761e-05,1
295.5,9.84852e-05,0.000102287,-6.41993e-05,1
296,0.000116083,0.00010189,-7.00513e-05,1
296.5,0.000138576,0.000101456,-7.60307e-05,1
297,0.000167249,0.000100986,-8.21354e-05,1
297.5,0.00020358,0.000100482,-8.83625e-05,1
298,0.000249091,9.9944e-05,-9.47079e-05,1
298.5,0.000304967,9.93752e-05,-0.000101166,1
299,0.000371192,9.87779e-05,-0.00010773,1
299.5,0.00044457,9.81551e-05,-0.000114391,1
300,0.000402222,9.75129e-05,-0.000120031,2
300.5,0.000323103,9.68554e-05,-0.000124717,2
301,0.000242859,9.61563e-05,-0.000128531,2
301.5,0.000175154,9.53977e-05,-0.000131562,2
302,0.000123174,9.45747e-05,-0.000133888,2
302.5,8.56335e-05,9.36912e-05,-0.000135585,2
303,5.97478e-05,9.27548e-05,-0.00013672,2
303.5,4.26004e-05,9.17746e-05,-0.000137354,2
304,3.16812e-05,9.0759e-05,-0.000137541,2
304.5,2.50282e-05,8.97152e-05,-0.000137332,2
305,2.11957e-05,8.86496e-05,-0.000136774,2
305.5,1.91615e-05,8.75672e-05,-0.000135908,2
306,1.82255e-05,8.6472e-05,-0.000134776,2
306.5,1.79212e-05,8.53674e-05,-0.000133413,2
307,1.7945e-05,8.42564e-05,-0.000131854,2
307.5,1.81043e-05,8.31414e-05,-0.000130132,2
308,1.82803e-05,8.20245e-05,-0.000128275,2
308.5,1.84021e-05,8.09077e-05,-0.000126311,2
309,1.84297e-05,7.97928e-05,-0.000124266,2
309.5,1.83426e-05,7.86814e-05,-0.000122164,2
310,1.8132e-05,7.75751e-05,-0.000120025,2
310.5,1.77967e-05,7.64753e-05,-0.00011787,2
311,1.73396e-05,7.53834e-05,-0.000115716,2
311.5,1.6766e-05,7.43008e-05,-0.00011358,2
312,1.60829e-05,7.32287e-05,-0.000111475,2
312.5,1.52977e-05,7.21684e-05,-0.000109415,2
313,1.44182e-05,7.11211e-05,-0.00010741,2
313.5,1.34523e-05,7.00879e-05,-0.00010547,2
314,1.24077e-05,6.907e-05,-0.000103603,2
314.5,1.12923e-05,6.80684e-05,-0.000101814,2
315,1.01134e-05,6.70841e-05,-0.000100109,2
315.5,8.8784e-06,6.61182e-05,-9.84911e-05,2
316,7.59438e-06,6.51717e-05,-9.69624e-05,2
316.5,6.26824e-06,6.42455e-05,-9.55235e-05,2
317,4.90663e-06,6.33405e-05,-9.4174e-05,2
317.5,3.51603e-06,6.24576e-05,-9.29121e-05,2
318,2.10265e-06,6.15976e-05,-9.17351e-05,2
318.5,6.7251e-07,6.07613e-05,-9.06389e-05,2
319,-7.68601e-07,5.99495e-05,-8.96187e-05,2
319.5,-2.21512e-06,5.91629e-05,-8.86685e-05,2
320,-3.66172e-06,5.84023e-05,-8.77817e-05,2
320.5,-5.1033e-06,5.76681e-05,-8.69506e-05,2
321,-6.53499e-06,5.69611e-05,-8.61671e-05,2
321.5,-7.95215e-06,5.62818e-05,-8.54222e-05,2
322,-9.3504e-06,5.56307e-05,-8.47065e-05,2
322.5,-1.07256e-05,5.50083e-05,-8.40101e-05,2
323,-1.20738e-05,5.4415e-05,-8.33226e-05,2
323.5,-1.33914e-05,5.38512e-05,-8.26336e-05,2
324,-1.4675e-05,5.33171e-05,-8.19322e-05,2
324.5,-1.59215e-05,5.28131e-05,-8.12075e-05,2
325,-1.71279e-05,5.23393e-05,-8.04487e-05,2
325.5,-1.82917e-05,5.1896e-05,-7.9645e-05,2
326,-1.94105e-05,5.14832e-05,-7.87857e-05,2
326.5,-2.04822e-05,5.1101e-05,-7.78604e-05,2
327,-2.15049e-05,5.07495e-05,-7.68593e-05,2
327.5,-2.24772e-05,5.04286e-05,-7.57728e-05,2
328,-2.33977e-05,5.01381e-05,-7.45919e-05,2
328.5,-2.42653e-05,4.9878e-05,-7.33083e-05,2
329,-2.50794e-05,4.96481e-05,-7.19145e-05,2
329.5,-2.58395e-05,4.94481e-05,-7.04036e-05,2
330,-2.65451e-05,4.92778e-05,-6.87696e-05,2
330.5,-2.71965e-05,4.91369e-05,-6.70077e-05,2
331,-2.77938e-05,4.90249e-05,-6.51138e-05,2
331.5,-2.83375e-05,4.89415e-05,-6.3085e-05,2
332,-2.88284e-05,4.88862e-05,-6.09195e-05,2
332.5,-2.92673e-05,4.88585e-05,-5.86165e-05,2
333,-2.96555e-05,4.8858e-05,-5.61765e-05,2
333.5,-2.99944e-05,4.8884e-05,-5.36011e-05,2
334,-3.02854e-05,4.8936e-05,-5.08931e-05,2
334.5,-3.05304e-05,4.90134e-05,-4.80566e-05,2
335,-3.07313e-05,4.91155e-05,-4.50966e-05,2
335.5,-3.08901e-05,4.92416e-05,-4.20194e-05,2
336,-3.1009e-05,4.9391e-05,-3.88325e-05,2
336.5,-3.10904e-05,4.9563e-05,-3.55442e-05,2
337,-3.11368e-05,4.97568e-05,-3.21641e-05,2
337.5,-3.11505e-05,4.99717e-05,-2.87024e-05,2
338,-3.11344e-05,5.02069e-05,-2.51705e-05,2
338.5,-3.1091e-05,5.04615e-05,-2.15803e-05,2
339,-3.1023e-05,5.07347e-05,-1.79446e-05,2
339.5,-3.09332e-05,5.10256e-05,-1.42767e-05,2
340,-3.08243e-05,5.13333e-05,-1.05905e-05,2
340.5,-3.0699e-05,5.16569e-05,-6.90004e-06,2
341,-3.056e-05,5.19956e-05,-3.21998e-06,2
341.5,-3.041e-05,5.23482e-05,4.35018e-07,2
342,-3.02516e-05,5.27139e-05,4.05017e-06,2
342.5,-3.00874e-05,5.30916e-05,7.61072e-06,2
343,-2.99196e-05,5.34804e-05,1.1102e-05,2
343.5,-2.97507e-05,5.38791e-05,1.45098e-05,2
344,-2.9583e-05,5.42868e-05,1.78198e-05,2
344.5,-2.94184e-05,5.47023e-05,2.10186e-05,2
345,-2.92589e-05,5.51244e-05,2.4093e-05,2
345.5,-2.91064e-05,5.55522e-05,2.70304e-05,2
346,-2.89625e-05,5.59843e-05,2.98191e-05,2
346.5,-2.88287e-05,5.64196e-05,3.2448e-05,2
347,-2.87064e-05,5.68569e-05,3.49067e-05,2
347.5,-2.85966e-05,5.7295e-05,3.71858e-05,2
348,-2.85004e-05,5.77326e-05,3.92767e-05,2
348.5,-2.84185e-05,5.81683e-05,4.11719e-05,2
349,-2.83516e-05,5.8601e-05,4.28648e-05,2
349.5,-2.83001e-05,5.90292e-05,4.43495e-05,2
350,-2.82643e-05,5.94517e-05,4.56216e-05,2
350.5,-2.82442e-05,5.9867e-05,4.66774e-05,2
351,-2.82397e-05,6.02738e-05,4.75142e-05,2
351.5,-2.82507e-05,6.06707e-05,4.81305e-05,2
352,-2.82766e-05,6.10563e-05,4.85256e-05,2
352.5,-2.83169e-05,6.14291e-05,4.86998e-05,2
353,-2.83708e-05,6.17878e-05,4.86546e-05,2
353.5,-2.84374e-05,6.21309e-05,4.83922e-05,2
354,-2.85158e-05,6.2457e-05,4.79156e-05,2
354.5,-2.86048e-05,6.27647e-05,4.72291e-05,2
355,-2.87032e-05,6.30526e-05,4.63374e-05,2
355.5,-2.88096e-05,6.33192e-05,4.52461e-05,2
356,-2.89225e-05,6.35633e-05,4.39618e-05,2
356.5,-2.90404e-05,6.37835e-05,4.24915e-05,2
357,-2.91617e-05,6.39783e-05,4.0843e-05,2
357.5,-2.92848e-05,6.41466e-05,3.90248e-05,2
358,-2.9408e-05,6.42871e-05,3.70457e-05,2
358.5,-2.95294e-05,6.43985e-05,3.49155e-05,2
359,-2.96473e-05,6.44797e-05,3.2644e-05,2
359.5,-2.97601e-05,6.45294e-05,3.02416e-05,2
360,-2.98657e-05,6.45468e-05,2.77192e-05,2
360.5,-2.99626e-05,6.45307e-05,2.5088e-05,2
361,-3.00489e-05,6.44801e-05,2.23594e-05,2
361.5,-3.0123e-05,6.43943e-05,1.9545e-05,2
362,-3.0183e-05,6.42723e-05,1.66569e-05,2
362.5,-3.02274e-05,6.41136e-05,1.3707e-05,2
363,-3.02546e-05,6.39173e-05,1.07075e-05,2
363.5,-3.02631e-05,6.36829e-05,7.67062e-06,2
364,-3.02514e-05,6.341e-05,4.60874e-06,2
364.5,-3.02181e-05,6.30982e-05,1.53409e-06,2
365,-3.01619e-05,6.27471e-05,-1.5411e-06,2
365.5,-3.00816e-05,6.23567e-05,-4.60466e-06,2
366,-2.99761e-05,6.19267e-05,-7.64456e-06,2
366.5,-2.98443e-05,6.14574e-05,-1.06489e-05,2
367,-2.96853e-05,6.09487e-05,-1.3606e-05,2
367.5,-2.94982e-05,6.04009e-05,-1.65044e-05,2
368,-2.92823e-05,5.98144e-05,-1.93327e-05,2
368.5,-2.9037e-05,5.91896e-05,-2.20802e-05,2
369,-2.87616e-05,5.85272e-05,-2.4736e-05,2
369.5,-2.84557e-05,5.78278e-05,-2.72899e-05,2
370,-2.8119e-05,5.70923e-05,-2.97318e-05,2
370.5,-2.77511e-05,5.63216e-05,-3.20523e-05,2
371,-2.7352e-05,5.55168e-05,-3.4242e-05,2
371.5,-2.69215e-05,5.46791e-05,-3.62923e-05,2
372,-2.64596e-05,5.38097e-05,-3.81948e-05,2
372.5,-2.59665e-05,5.291e-05,-3.99417e-05,2
373,-2.54423e-05,5.19817e-05,-4.15255e-05,2
373.5,-2.48872e-05,5.10262e-05,-4.29394e-05,2
374,-2.43017e-05,5.00455e-05,-4.4177e-05,2
374.5,-2.3686e-05,4.90412e-05,-4.52324e-05,2
375,-2.30408e-05,4.80155e-05,-4.61004e-05,2
375.5,-2.23665e-05,4.69702e-05,-4.67761e-05,2
376,-2.16638e-05,4.59076e-05,-4.72555e-05,2
376.5,-2.09333e-05,4.48299e-05,-4.75347e-05,2
377,-2.01758e-05,4.37393e-05,-4.76107e-05,2
377.5,-1.9392e-05,4.26383e-05,-4.74811e-05,2
378,-1.85829e-05,4.15292e-05,-4.71439e-05,2
378.5,-1.77492e-05,4.04146e-05,-4.65978e-05,2
379,-1.68919e-05,3.9297e-05,-4.5842e-05,2
379.5,-1.6012e-05,3.81789e-05,-4.48763e-05,2
380,-1.51104e-05,3.7063e-05,-4.37013e-05,2
380.5,-1.41882e-05,3.59519e-05,-4.23178e-05,2
381,-1.32465e-05,3.48481e-05,-4.07276e-05,2
381.5,-1.22864e-05,3.37544e-05,-3.89328e-05,2
382,-1.13088e-05,3.26732e-05,-3.69361e-05,2
382.5,-1.0315e-05,3.16071e-05,-3.47409e-05,2
383,-9.30605e-06,3.05586e-05,-3.23512e-05,2
383.5,-8.28308e-06,2.95303e-05,-2.97713e-05,2
384,-7.24723e-06,2.85244e-05,-2.70064e-05,2
384.5,-6.19959e-06,2.75432e-05,-2.40621e-05,2
385,-5.14126e-06,2.6589e-05,-2.09444e-05,2
385.5,-4.07334e-06,2.56639e-05,-1.766e-05,2
386,-2.99688e-06,2.47699e-05,-1.42162e-05,2
386.5,-1.91289e-06,2.39087e-05,-1.06207e-05,2
387,-8.2237e-07,2.3082e-05,-6.88166e-06,2
387.5,2.73744e-07,2.22915e-05,-3.00783e-06,2
388,1.37456e-06,2.15385e-05,9.91607e-07,2
388.5,2.47925e-06,2.08241e-05,5.10698e-06,2
389,3.58704e-06,2.01494e-05,9.32818e-06,2
389.5,4.69725e-06,1.95153e-05,1.36447e-05,2
390,5.80924e-06,1.89223e-05,1.80454e-05,2
390.5,6.92248e-06,1.83709e-05,2.25192e-05,2
391,8.03652e-06,1.78613e-05,2.70541e-05,2
391.5,9.15101e-06,1.73934e-05,3.16382e-05,2
392,1.02657e-05,1.69672e-05,3.6259e-05,2
392.5,1.13804e-05,1.65821e-05,4.09038e-05,2
393,1.24951e-05,1.62376e-05,4.55595e-05,2
393.5,1.36098e-05,1.59327e-05,5.0213e-05,2
394,1.47248e-05,1.56666e-05,5.48507e-05,2
394.5,1.58402e-05,1.54378e-05,5.94591e-05,2
395,1.69564e-05,1.5245e-05,6.40244e-05,2
395.5,1.8074e-05,1.50865e-05,6.85326e-05,2
396,1.91936e-05,1.49606e-05,7.29699e-05,2
396.5,2.03157e-05,1.48652e-05,7.73222e-05,2
397,2.14413e-05,1.47982e-05,8.15757e-05,2
397.5,2.25713e-05,1.47573e-05,8.57165e-05,2
398,2.37065e-05,1.47401e-05,8.97309e-05,2
398.5,2.48481e-05,1.47441e-05,9.36051e-05,2
399,2.59971e-05,1.47666e-05,9.73261e-05,2
399.5,2.71548e-05,1.48048e-05,0.000100881,2
400,2.83224e-05,1.4856e-05,0.000104256,2
400.5,2.95012e-05,1.49173e-05,0.00010744,2
401,3.06924e-05,1.49858e-05,0.00011042,2
401.5,3.18974e-05,1.50585e-05,0.000113185,2
402,3.31175e-05,1.51324e-05,0.000115724,2
402.5,3.43541e-05,1.52047e-05,0.000118028,2
403,3.56084e-05,1.52723e-05,0.000120085,2
403.5,3.68817e-05,1.53325e-05,0.000121887,2
404,3.81751e-05,1.53823e-05,0.000123427,2
404.5,3.949e-05,1.5419e-05,0.000124695,2
405,4.08272e-05,1.54399e-05,0.000125686,2
405.5,4.21878e-05,1.54424e-05,0.000126394,2
406,4.35727e-05,1.54242e-05,0.000126814,2
406.5,4.49827e-05,1.53827e-05,0.000126941,2
407,4.64184e-05,1.53158e-05,0.000126772,2
407.5,4.78803e-05,1.52215e-05,0.000126305,2
408,4.93689e-05,1.50978e-05,0.00012554,2
408.5,5.08843e-05,1.49431e-05,0.000124474,2
409,5.24266e-05,1.47556e-05,0.00012311,2
409.5,5.39957e-05,1.45342e-05,0.000121447,2
410,5.55913e-05,1.42775e-05,0.00011949,2
410.5,5.72131e-05,1.39846e-05,0.000117241,2
411,5.88604e-05,1.36547e-05,0.000114704,2
411.5,6.05324e-05,1.32871e-05,0.000111885,2
412,6.22281e-05,1.28815e-05,0.00010879,2
412.5,6.39464e-05,1.24377e-05,0.000105425,2
413,6.56859e-05,1.19557e-05,0.000101799,2
413.5,6.74452e-05,1.14357e-05,9.79197e-05,2
414,6.92225e-05,1.0878e-05,9.37963e-05,2
414.5,7.1016e-05,1.02834e-05,8.94389e-05,2
415,7.28237e-05,9.65249e-06,8.4858e-05,2
415.5,7.46434e-05,8.98634e-06,8.00649e-05,2
416,7.64728e-05,8.28609e-06,7.50713e-05,2
416.5,7.83094e-05,7.55306e-06,6.98897e-05,2
417,8.01507e-05,6.78873e-06,6.45327e-05,2
417.5,8.19938e-05,5.99477e-06,5.90137e-05,2
418,8.38361e-05,5.17296e-06,5.33464e-05,2
418.5,8.56745e-05,4.32523e-06,4.75448e-05,2
419,8.75061e-05,3.45366e-06,4.16233e-05,2
419.5,8.93276e-05,2.56042e-06,3.55965e-05,2
420,9.11361e-05,1.64781e-06,2.94793e-05,2
420.5,9.29281e-05,7.18211e-07,2.32868e-05,2
421,9.47005e-05,-2.25899e-07,1.70342e-05,2
421.5,9.64499e-05,-1.18198e-06,1.07369e-05,2
422,9.8173e-05,-2.14741e-06,4.41027e-06,2
422.5,9.98665e-05,-3.11954e-06,-1.93023e-06,2
423,0.000101527,-4.09568e-06,-8.2691e-06,2
423.5,0.000103151,-5.07311e-06,-1.45909e-05,2
424,0.000104736,-6.0491e-06,-2.08803e-05,2
424.5,0.000106277,-7.02091e-06,-2.7122e-05,2
425,0.000107773,-7.98583e-06,-3.3301e-05,2
425.5,0.000109219,-8.94117e-06,-3.94021e-05,2
426,0.000110613,-9.88427e-06,-4.54108e-05,2
426.5,0.000111951,-1.08125e-05,-5.13126e-05,2
427,0.000113231,-1.17234e-05,-5.70932e-05,2
427.5,0.00011445,-1.26144e-05,-6.27387e-05,2
428,0.000115604,-1.34831e-05,-6.82357e-05,2
428.5,0.000116691,-1.43272e-05,-7.35708e-05,2
429,0.00011771,-1.51446e-05,-7.87315e-05,2
429.5,0.000118656,-1.59331e-05,-8.37055e-05,2
430,0.000119528,-1.66907e-05,-8.84809e-05,2
430.5,0.000120323,-1.74157e-05,-9.30465e-05,2
431,0.00012104,-1.81062e-05,-9.73916e-05,2
431.5,0.000121676,-1.87608e-05,-0.000101506,2
432,0.000122229,-1.93779e-05,-0.000105381,2
432.5,0.000122698,-1.99563e-05,-0.000109006,2
433,0.000123081,-2.04948e-05,-0.000112375,2
433.5,0.000123377,-2.09926e-05,-0.000115479,2
434,0.000123583,-2.14487e-05,-0.000118313,2
434.5,0.000123699,-2.18625e-05,-0.000120869,2
435,0.000123724,-2.22335e-05,-0.000123144,2
435.5,0.000123656,-2.25614e-05,-0.000125133,2
436,0.000123495,-2.28461e-05,-0.000126832,2
436.5,0.000123239,-2.30875e-05,-0.00012824,2
437,0.000122889,-2.32857e-05,-0.000129354,2
437.5,0.000122443,-2.34411e-05,-0.000130174,2
438,0.0001219,-2.35541e-05,-0.000130701,2
438.5,0.000121262,-2.36254e-05,-0.000130935,2
439,0.000120526,-2.36556e-05,-0.000130878,2
439.5,0.000119694,-2.36456e-05,-0.000130533,2
440,0.000118764,-2.35965e-05,-0.000129905,2
440.5,0.000117738,-2.35094e-05,-0.000128997,2
441,0.000116614,-2.33855e-05,-0.000127816,2
441.5,0.000115394,-2.32261e-05,-0.000126368,2
442,0.000114078,-2.30329e-05,-0.000124659,2
442.5,0.000112665,-2.28072e-05,-0.000122699,2
443,0.000111157,-2.25507e-05,-0.000120496,2
443.5,0.000109553,-2.22652e-05,-0.00011806,2
444,0.000107856,-2.19524e-05,-0.0001154,2
444.5,0.000106064,-2.16142e-05,-0.000112527,2
445,0.00010418,-2.12525e-05,-0.000109453,2
445.5,0.000102203,-2.08692e-05,-0.00010619,2
446,0.000100136,-2.04664e-05,-0.000102749,2
446.5,9.79784e-05,-2.0046e-05,-9.91445e-05,2
447,9.57321e-05,-1.96101e-05,-9.53886e-05,2
447.5,9.3398e-05,-1.91607e-05,-9.14951e-05,2
448,9.09777e-05,-1.87e-05,-8.74774e-05,2
448.5,8.84724e-05,-1.823e-05,-8.33496e-05,2
449,8.58836e-05,-1.77527e-05,-7.91255e-05,2
449.5,8.32129e-05,-1.72703e-05,-7.48191e-05,2
450,8.04619e-05,-1.67849e-05,-7.04445e-05,2
450.5,7.76325e-05,-1.62983e-05,-6.60156e-05,2
451,7.47265e-05,-1.58128e-05,-6.15463e-05,2
451.5,7.17457e-05,-1.53302e-05,-5.70501e-05,2
452,6.86923e-05,-1.48525e-05,-5.25405e-05,2
452.5,6.55683e-05,-1.43818e-05,-4.80306e-05,2
453,6.23761e-05,-1.39199e-05,-4.35333e-05,2
453.5,5.91178e-05,-1.34687e-05,-3.90609e-05,2
454,5.5796e-05,-1.30301e-05,-3.46255e-05,2
454.5,5.24132e-05,-1.26059e-05,-3.02386e-05,2
455,4.89719e-05,-1.21978e-05,-2.59113e-05,2
455.5,4.5475e-05,-1.18077e-05,-2.16541e-05,2
456,4.19252e-05,-1.14372e-05,-1.74769e-05,2
456.5,3.83255e-05,-1.10881e-05,-1.33892e-05,2
457,3.46788e-05,-1.07619e-05,-9.39979e-06,2
457.5,3.09884e-05,-1.04603e-05,-5.51677e-06,2
458,2.72573e-05,-1.01849e-05,-1.74773e-06,2
458.5,2.3489e-05,-9.93726e-06,1.90044e-06,2
459,1.96868e-05,-9.71886e-06,5.42147e-06,2
459.5,1.58541e-05,-9.5312e-06,8.80974e-06,2
460,1.19947e-05,-9.37575e-06,1.20603e-05,2
460.5,8.11205e-06,-9.25393e-06,1.51687e-05,2
461,4.20996e-06,-9.16716e-06,1.81314e-05,2
461.5,2.92231e-07,-9.11679e-06,2.09453e-05,2
462,-3.63727e-06,-9.10419e-06,2.36078e-05,2
462.5,-7.5746e-06,-9.13065e-06,2.6117e-05,2
463,-1.15158e-05,-9.19747e-06,2.84718e-05,2
463.5,-1.54567e-05,-9.3059e-06,3.06712e-05,2
464,-1.93934e-05,-9.45716e-06,3.2715e-05,2
464.5,-2.33216e-05,-9.65244e-06,3.46036e-05,2
465,-2.72371e-05,-9.89289e-06,3.63376e-05,2
465.5,-3.11359e-05,-1.01796e-05,3.79183e-05,2
466,-3.50137e-05,-1.05137e-05,3.93473e-05,2
466.5,-3.88663e-05,-1.08962e-05,4.06266e-05,2
467,-4.26895e-05,-1.13281e-05,4.17587e-05,2
467.5,-4.64789e-05,-1.18103e-05,4.27463e-05,2
468,-5.02306e-05,-1.23436e-05,4.35925e-05,2
468.5,-5.39403e-05,-1.2929e-05,4.43006e-05,2
469,-5.76038e-05,-1.35672e-05,4.48743e-05,2
469.5,-6.12171e-05,-1.42589e-05,4.53176e-05,2
470,-6.47761e-05,-1.50047e-05,4.56344e-05,2
