time,u0,u1,u2,phase
470.5,-6.82769e-05,-1.58051e-05,4.58291e-05,2
471,-7.17155e-05,-1.66606e-05,4.59061e-05,2
471.5,-7.50882e-05,-1.75717e-05,4.587e-05,2
472,-7.83912e-05,-1.85386e-05,4.57256e-05,2
472.5,-8.16209e-05,-1.95615e-05,4.54776e-05,2
473,-8.47737e-05,-2.06404e-05,4.51309e-05,2
473.5,-8.78462e-05,-2.17755e-05,4.46905e-05,2
474,-9.0835e-05,-2.29666e-05,4.41613e-05,2
474.5,-9.37372e-05,-2.42134e-05,4.35483e-05,2
475,-9.65495e-05,-2.55156e-05,4.28565e-05,2
475.5,-9.92692e-05,-2.68728e-05,4.20909e-05,2
476,-0.000101893,-2.82844e-05,4.12565e-05,2
476.5,-0.00010442,-2.97497e-05,4.0358e-05,2
477,-0.000106846,-3.12678e-05,3.94004e-05,2
477.5,-0.000109169,-3.28378e-05,3.83885e-05,2
478,-0.000111387,-3.44586e-05,3.73269e-05,2
478.5,-0.000113499,-3.61289e-05,3.62201e-05,2
479,-0.000115502,-3.78475e-05,3.50728e-05,2
479.5,-0.000117396,-3.96129e-05,3.38892e-05,2
480,-0.000119178,-4.14234e-05,3.26737e-05,2
480.5,-0.000120848,-4.32774e-05,3.14302e-05,2
481,-0.000122405,-4.5173e-05,3.0163e-05,2
481.5,-0.000123847,-4.71082e-05,2.88757e-05,2
482,-0.000125175,-4.9081e-05,2.75721e-05,2
482.5,-0.000126387,-5.10892e-05,2.62558e-05,2
483,-0.000127484,-5.31305e-05,2.49302e-05,2
483.5,-0.000128466,-5.52025e-05,2.35985e-05,2
484,-0.000129333,-5.73028e-05,2.22638e-05,2
484.5,-0.000130084,-5.94288e-05,2.09292e-05,2
485,-0.000130721,-6.15779e-05,1.95973e-05,2
485.5,-0.000131245,-6.37473e-05,1.82709e-05,2
486,-0.000131656,-6.59343e-05,1.69524e-05,2
486.5,-0.000131954,-6.81361e-05,1.56441e-05,2
487,-0.000132143,-7.03497e-05,1.43482e-05,2
487.5,-0.000132222,-7.25724e-05,1.30666e-05,2
488,-0.000132193,-7.48011e-05,1.18014e-05,2
488.5,-0.000132058,-7.70328e-05,1.05541e-05,2
489,-0.000131818,-7.92647e-05,9.32646e-06,2
489.5,-0.000131476,-8.14937e-05,8.11977e-06,2
490,-0.000131033,-8.37168e-05,6.93538e-06,2
490.5,-0.000130492,-8.59312e-05,5.77444e-06,2
491,-0.000129855,-8.81338e-05,4.63799e-06,2
491.5,-0.000129123,-9.03217e-05,3.52694e-06,2
492,-0.0001283,-9.24921e-05,2.44208e-06,2
492.5,-0.000127388,-9.46422e-05,1.38408e-06,2
493,-0.000126389,-9.67692e-05,3.53513e-07,2
493.5,-0.000125306,-9.88703e-05,-6.49169e-07,2
494,-0.000124142,-0.000100943,-1.6236e-06,2
494.5,-0.000122899,-0.000102985,-2.56953e-06,2
495,-0.00012158,-0.000104993,-3.48675e-06,2
495.5,-0.000120187,-0.000106965,-4.37519e-06,2
496,-0.000118725,-0.000108899,-5.23482e-06,2
496.5,-0.000117194,-0.000110793,-6.0657e-06,2
497,-0.000115599,-0.000112645,-6.86793e-06,2
497.5,-0.000113941,-0.000114452,-7.6417e-06,2
498,-0.000112225,-0.000116213,-8.38723e-06,2
498.5,-0.000110452,-0.000117926,-9.1048e-06,2
499,-0.000108625,-0.000119589,-9.79472e-06,2
499.5,-0.000106747,-0.000121201,-1.04573e-05,2
500,-0.000104822,-0.000122762,-1.10931e-05,2
500.5,-0.000102851,-0.000124268,-1.17023e-05,2
501,-0.000100838,-0.00012572,-1.22854e-05,2
501.5,-9.8785e-05,-0.000127117,-1.28429e-05,2
502,-9.66948e-05,-0.000128457,-1.33751e-05,2
502.5,-9.45702e-05,-0.00012974,-1.38826e-05,2
503,-9.24139e-05,-0.000130966,-1.43658e-05,2
503.5,-9.02283e-05,-0.000132135,-1.48251e-05,2
504,-8.80161e-05,-0.000133245,-1.5261e-05,2
504.5,-8.57798e-05,-0.000134297,-1.56737e-05,2
505,-8.35219e-05,-0.000135292,-1.60638e-05,2
505.5,-8.1245e-05,-0.000136229,-1.64316e-05,2
506,-7.89514e-05,-0.000137109,-1.67774e-05,2
506.5,-7.66436e-05,-0.000137932,-1.71015e-05,2
507,-7.4324e-05,-0.000138699,-1.74042e-05,2
507.5,-7.1995e-05,-0.00013941,-1.76857e-05,2
508,-6.96587e-05,-0.000140068,-1.79462e-05,2
508.5,-6.73177e-05,-0.000140672,-1.81858e-05,2
509,-6.4974e-05,-0.000141224,-1.84047e-05,2
509.5,-6.26301e-05,-0.000141725,-1.8603e-05,2
510,-6.0288e-05,-0.000142176,-1.87806e-05,2
510.5,-5.795e-05,-0.000142579,-1.89375e-05,2
511,-5.56182e-05,-0.000142936,-1.90738e-05,2
511.5,-5.32948e-05,-0.000143248,-1.91892e-05,2
512,-5.09818e-05,-0.000143518,-1.92837e-05,2
512.5,-4.86813e-05,-0.000143746,-1.93572e-05,2
513,-4.63954e-05,-0.000143934,-1.94094e-05,2
513.5,-4.41261e-05,-0.000144086,-1.94401e-05,2
514,-4.18753e-05,-0.000144202,-1.9449e-05,2
514.5,-3.9645e-05,-0.000144285,-1.9436e-05,2
515,-3.74371e-05,-0.000144337,-1.94007e-05,2
515.5,-3.52534e-05,-0.000144361,-1.93429e-05,2
516,-3.30959e-05,-0.000144357,-1.92622e-05,2
516.5,-3.09662e-05,-0.000144329,-1.91584e-05,2
517,-2.88661e-05,-0.000144279,-1.90312e-05,2
517.5,-2.67972e-05,-0.000144209,-1.88804e-05,2
518,-2.47614e-05,-0.00014412,-1.87056e-05,2
518.5,-2.276e-05,-0.000144016,-1.85068e-05,2
519,-2.07946e-05,-0.000143899,-1.82837e-05,2
519.5,-1.88667e-05,-0.000143769,-1.80362e-05,2
520,-1.69777e-05,-0.000143631,-1.77642e-05,2
520.5,-1.51289e-05,-0.000143485,-1.74677e-05,2
521,-1.33215e-05,-0.000143333,-1.71467e-05,2
521.5,-1.15567e-05,-0.000143178,-1.68013e-05,2
522,-9.83563e-06,-0.000143021,-1.64318e-05,2
522.5,-8.15922e-06,-0.000142864,-1.60383e-05,2
523,-6.52841e-06,-0.000142708,-1.56212e-05,2
523.5,-4.94401e-06,-0.000142556,-1.5181e-05,2
524,-3.40676e-06,-0.000142407,-1.47181e-05,2
524.5,-1.91727e-06,-0.000142265,-1.42332e-05,2
525,-4.76063e-07,-0.00014213,-1.37269e-05,2
525.5,9.16436e-07,-0.000142002,-1.32002e-05,2
526,2.25992e-06,-0.000141884,-1.26539e-05,2
526.5,3.55417e-06,-0.000141776,-1.20891e-05,2
527,4.79911e-06,-0.000141678,-1.15067e-05,2
527.5,5.99474e-06,-0.000141591,-1.09082e-05,2
528,7.14118e-06,-0.000141516,-1.02947e-05,2
528.5,8.23869e-06,-0.000141453,-9.66763e-06,2
529,9.2876e-06,-0.000141403,-9.02852e-06,2
529.5,1.02884e-05,-0.000141365,-8.37893e-06,2
530,1.12416e-05,-0.000141339,-7.72048e-06,2
530.5,1.21479e-05,-0.000141325,-7.0549e-06,2
531,1.30081e-05,-0.000141322,-6.38397e-06,2
531.5,1.38231e-05,-0.000141332,-5.7095e-06,2
532,1.45939e-05,-0.000141352,-5.0334e-06,2
532.5,1.53216e-05,-0.000141382,-4.35756e-06,2
533,1.60073e-05,-0.000141422,-3.68395e-06,2
533.5,1.66524e-05,-0.00014147,-3.01454e-06,2
534,1.72583e-05,-0.000141526,-2.3513e-06,2
534.5,1.78263e-05,-0.000141588,-1.69621e-06,2
535,1.8358e-05,-0.000141656,-1.05125e-06,2
535.5,1.88551e-05,-0.000141728,-4.18373e-07,2
536,1.93192e-05,-0.000141803,2.00498e-07,2
536.5,1.97521e-05,-0.000141879,8.03475e-07,2
537,2.01556e-05,-0.000141956,1.38872e-06,2
537.5,2.05316e-05,-0.000142031,1.95445e-06,2
538,2.08821e-05,-0.000142104,2.49896e-06,2
538.5,2.1209e-05,-0.000142172,3.02061e-06,2
539,2.15143e-05,-0.000142234,3.51784e-06,2
539.5,2.18e-05,-0.000142289,3.98919e-06,2
540,2.20684e-05,-0.000142335,4.43331e-06,2
540.5,2.23215e-05,-0.00014237,4.84893e-06,2
541,2.25613e-05,-0.000142393,5.23492e-06,2
541.5,2.27902e-05,-0.000142403,5.59026e-06,2
542,2.30102e-05,-0.000142397,5.91406e-06,2
542.5,2.32235e-05,-0.000142374,6.20555e-06,2
543,2.34323e-05,-0.000142333,6.46411e-06,2
543.5,2.36388e-05,-0.000142272,6.68926e-06,2
544,2.38451e-05,-0.000142191,6.88066e-06,2
544.5,2.40533e-05,-0.000142087,7.03812e-06,2
545,2.42657e-05,-0.000141959,7.1616e-06,2
545.5,2.44842e-05,-0.000141807,7.25122e-06,2
546,2.4711e-05,-0.000141629,7.30725e-06,2
546.5,2.49481e-05,-0.000141424,7.33014e-06,2
547,2.51976e-05,-0.000141192,7.32048e-06,2
547.5,2.54614e-05,-0.000140931,7.27903e-06,2
548,2.57415e-05,-0.00014064,7.20672e-06,2
548.5,2.60398e-05,-0.000140319,7.10464e-06,2
549,2.63581e-05,-0.000139968,6.97405e-06,2
549.5,2.66982e-05,-0.000139586,6.81638e-06,2
550,2.70619e-05,-0.000139172,6.63323e-06,2
550.5,2.74509e-05,-0.000138726,6.42637e-06,2
551,2.78668e-05,-0.000138249,6.19773e-06,2
551.5,2.83112e-05,-0.000137739,5.94941e-06,2
552,2.87856e-05,-0.000137197,5.68369e-06,2
552.5,2.92914e-05,-0.000136624,5.40303e-06,2
553,2.98301e-05,-0.000136018,5.11002e-06,2
553.5,3.04029e-05,-0.000135381,4.80746e-06,2
554,3.10111e-05,-0.000134713,4.49829e-06,2
554.5,3.16558e-05,-0.000134014,4.18563e-06,2
555,3.23382e-05,-0.000133285,3.87276e-06,2
555.5,3.30593e-05,-0.000132526,3.56313e-06,2
556,3.38201e-05,-0.000131739,3.26033e-06,2
556.5,3.46213e-05,-0.000130923,2.96815e-06,2
557,3.54639e-05,-0.00013008,2.6905e-06,2
557.5,3.63485e-05,-0.000129211,2.43147e-06,2
558,3.72758e-05,-0.000128316,2.19527e-06,2
558.5,3.82463e-05,-0.000127397,1.9863e-06,2
559,3.92607e-05,-0.000126454,1.80907e-06,2
559.5,4.03192e-05,-0.000125489,1.66825e-06,2
560,4.14223e-05,-0.000124503,1.56862e-06,2
560.5,4.25703e-05,-0.000123497,1.51512e-06,2
561,4.37633e-05,-0.000122473,1.51278e-06,2
561.5,4.50015e-05,-0.00012143,1.56678e-06,2
562,4.62849e-05,-0.000120372,1.68237e-06,2
562.5,4.76137e-05,-0.000119298,1.86492e-06,2
563,4.89877e-05,-0.000118211,2.11989e-06,2
563.5,5.04069e-05,-0.000117112,2.45282e-06,2
564,5.1871e-05,-0.000116001,2.8693e-06,2
564.5,5.33799e-05,-0.000114881,3.375e-06,2
565,5.49332e-05,-0.000113752,3.97563e-06,2
565.5,5.65307e-05,-0.000112616,4.67691e-06,2
566,5.8172e-05,-0.000111475,5.48459e-06,2
566.5,5.98566e-05,-0.000110328,6.40441e-06,2
567,6.15842e-05,-0.000109179,7.44211e-06,2
567.5,6.33541e-05,-0.000108027,8.60336e-06,2
568,6.5166e-05,-0.000106874,9.89379e-06,2
568.5,6.70191e-05,-0.000105722,1.1319e-05,2
569,6.8913e-05,-0.000104571,1.28843e-05,2
569.5,7.08471e-05,-0.000103423,1.45951e-05,2
570,7.28206e-05,-0.000102279,1.64566e-05,2
570.5,7.48329e-05,-0.00010114,1.84736e-05,2
571,7.68834e-05,-0.000100007,2.06511e-05,2
571.5,7.89713e-05,-9.88805e-05,2.29934e-05,2
572,8.10959e-05,-9.77623e-05,2.55049e-05,2
572.5,8.32564e-05,-9.6653e-05,2.81894e-05,2
573,8.54522e-05,-9.55536e-05,3.10506e-05,2
573.5,8.76824e-05,-9.4465e-05,3.40916e-05,2
574,8.99462e-05,-9.33881e-05,3.73151e-05,2
574.5,9.22429e-05,-9.23236e-05,4.07235e-05,2
575,9.45715e-05,-9.12725e-05,4.43184e-05,2
575.5,9.69311e-05,-9.02355e-05,4.81011e-05,2
576,9.9321e-05,-8.92133e-05,5.20721e-05,2
576.5,0.00010174,-8.82066e-05,5.62313e-05,2
577,0.000104187,-8.72161e-05,6.05777e-05,2
577.5,0.000106662,-8.62425e-05,6.51098e-05,2
578,0.000109162,-8.52864e-05,6.98249e-05,2
578.5,0.000111687,-8.43485e-05,7.47196e-05,2
579,0.000114236,-8.34292e-05,7.97894e-05,2
579.5,0.000116807,-8.25292e-05,8.50287e-05,2
580,0.000119398,-8.16491e-05,9.0431e-05,2
580.5,0.000122008,-8.07892e-05,9.59881e-05,2
581,0.000124636,-7.99502e-05,0.000101691,2
581.5,0.000127278,-7.91325e-05,0.000107529,2
582,0.000129934,-7.83367e-05,0.000113489,2
582.5,0.0001326,-7.7563e-05,0.000119559,2
583,0.000135274,-7.68121e-05,0.000125722,2
583.5,0.000137952,-7.60844e-05,0.000131961,2
584,0.000140633,-7.53802e-05,0.000138258,2
584.5,0.000143312,-7.46999e-05,0.00014459,2
585,0.000145984,-7.40441e-05,0.000150936,2
585.5,0.000148647,-7.34129e-05,0.000157269,2
586,0.000151295,-7.28068e-05,0.000163561,2
586.5,0.000153922,-7.22261e-05,0.000169782,2
587,0.000156524,-7.16712e-05,0.0001759,2
587.5,0.000159094,-7.11422e-05,0.000181879,2
588,0.000161625,-7.06396e-05,0.00018768,2
588.5,0.000164109,-7.01634e-05,0.000193263,2
589,0.000166539,-6.97139e-05,0.000198583,2
589.5,0.000168906,-6.92913e-05,0.000203592,2
590,0.000171201,-6.88956e-05,0.00020824,2
590.5,0.000173412,-6.85268e-05,0.000212472,2
591,0.000175531,-6.81851e-05,0.000216229,2
591.5,0.000177545,-6.78702e-05,0.000219451,2
592,0.000179442,-6.7582e-05,0.00022207,2
592.5,0.000181209,-6.73203e-05,0.000224016,2
593,0.000182829,-6.70848e-05,0.000225215,2
593.5,0.000184278,-6.68749e-05,0.000225586,2
594,0.000185518,-6.66903e-05,0.000225046,2
594.5,0.000186485,-6.65302e-05,0.000223503,2
595,0.000187057,-6.63939e-05,0.000220863,2
595.5,0.000187023,-6.62805e-05,0.000217025,2
596,0.000186031,-6.61889e-05,0.00021188,2
596.5,0.000183559,-6.6118e-05,0.000205316,2
597,0.000179008,-6.60665e-05,0.000197213,2
597.5,0.000172061,-6.60331e-05,0.000187442,2
598,0.000163455,-6.60163e-05,0.000175872,2
598.5,0.000155907,-6.60146e-05,0.000162359,2
599,0.000154579,-6.60259e-05,0.000146756,2
599.5,0.000166937,-6.60478e-05,0.000128904,2
600,0.00017222,-6.60786e-05,0.000112085,3
600.5,0.00017389,-6.6115e-05,9.62534e-05,3
601,0.000173712,-6.61572e-05,8.1367e-05,3
601.5,0.000172588,-6.62062e-05,6.73851e-05,3
602,0.000170979,-6.62627e-05,5.42687e-05,3
602.5,0.000169118,-6.63269e-05,4.19804e-05,3
603,0.000167128,-6.63988e-05,3.04839e-05,3
603.5,0.000165068,-6.64783e-05,1.97438e-05,3
604,0.00016297,-6.65651e-05,9.72624e-06,3
604.5,0.00016085,-6.66587e-05,3.98191e-07,3
605,0.000158716,-6.67587e-05,-8.2722e-06,3
605.5,0.000156574,-6.68648e-05,-1.63157e-05,3
606,0.000154424,-6.69762e-05,-2.3762e-05,3
606.5,0.000152269,-6.70926e-05,-3.06399e-05,3
607,0.00015011,-6.72134e-05,-3.69767e-05,3
607.5,0.000147947,-6.7338e-05,-4.27992e-05,3
608,0.00014578,-6.74658e-05,-4.81329e-05,3
608.5,0.00014361,-6.75963e-05,-5.30024e-05,3
609,0.000141437,-6.77287e-05,-5.74311e-05,3
609.5,0.000139262,-6.78625e-05,-6.14419e-05,3
610,0.000137085,-6.79971e-05,-6.50564e-05,3
610.5,0.000134906,-6.81316e-05,-6.82955e-05,3
611,0.000132727,-6.82656e-05,-7.11791e-05,3
611.5,0.000130546,-6.83982e-05,-7.37263e-05,3
612,0.000128366,-6.85288e-05,-7.59555e-05,3
612.5,0.000126186,-6.86567e-05,-7.78842e-05,3
613,0.000124007,-6.87812e-05,-7.95291e-05,3
613.5,0.00012183,-6.89015e-05,-8.09062e-05,3
614,0.000119654,-6.9017e-05,-8.2031e-05,3
614.5,0.00011748,-6.9127e-05,-8.29179e-05,3
615,0.000115309,-6.92308e-05,-8.3581e-05,3
615.5,0.000113142,-6.93276e-05,-8.40335e-05,3
616,0.000110979,-6.94167e-05,-8.42883e-05,3
616.5,0.00010882,-6.94975e-05,-8.43574e-05,3
617,0.000106666,-6.95692e-05,-8.42523e-05,3
617.5,0.000104518,-6.96312e-05,-8.39842e-05,3
618,0.000102376,-6.96828e-05,-8.35634e-05,3
618.5,0.000100241,-6.97234e-05,-8.30001e-05,3
619,9.81132e-05,-6.97523e-05,-8.23036e-05,3
619.5,9.59932e-05,-6.97689e-05,-8.14831e-05,3
620,9.38817e-05,-6.97725e-05,-8.05471e-05,3
620.5,9.17793e-05,-6.97626e-05,-7.95039e-05,3
621,8.96864e-05,-6.97386e-05,-7.83611e-05,3
621.5,8.76038e-05,-6.96999e-05,-7.71263e-05,3
622,8.5532e-05,-6.9646e-05,-7.58063e-05,3
622.5,8.34716e-05,-6.95763e-05,-7.4408e-05,3
623,8.14231e-05,-6.94903e-05,-7.29374e-05,3
623.5,7.93872e-05,-6.93876e-05,-7.14008e-05,3
624,7.73644e-05,-6.92676e-05,-6.98036e-05,3
624.5,7.53554e-05,-6.913e-05,-6.81513e-05,3
625,7.33606e-05,-6.89743e-05,-6.6449e-05,3
625.5,7.13807e-05,-6.88002e-05,-6.47015e-05,3
626,6.94163e-05,-6.86072e-05,-6.29133e-05,3
626.5,6.74679e-05,-6.83949e-05,-6.10887e-05,3
627,6.55362e-05,-6.81632e-05,-5.92318e-05,3
627.5,6.36215e-05,-6.79116e-05,-5.73464e-05,3
628,6.17247e-05,-6.76399e-05,-5.54362e-05,3
628.5,5.98461e-05,-6.73479e-05,-5.35044e-05,3
629,5.79864e-05,-6.70352e-05,-5.15543e-05,3
629.5,5.6146e-05,-6.67018e-05,-4.9589e-05,3
630,5.43257e-05,-6.63474e-05,-4.76113e-05,3
630.5,5.25258e-05,-6.59718e-05,-4.56237e-05,3
631,5.0747e-05,-6.55751e-05,-4.36289e-05,3
631.5,4.89897e-05,-6.51569e-05,-4.16292e-05,3
632,4.72545e-05,-6.47173e-05,-3.96267e-05,3
632.5,4.55419e-05,-6.42561e-05,-3.76235e-05,3
633,4.38524e-05,-6.37735e-05,-3.56216e-05,3
633.5,4.21865e-05,-6.32692e-05,-3.36228e-05,3
634,4.05448e-05,-6.27434e-05,-3.16286e-05,3
634.5,3.89276e-05,-6.21961e-05,-2.96407e-05,3
635,3.73355e-05,-6.16274e-05,-2.76606e-05,3
635.5,3.57689e-05,-6.10372e-05,-2.56895e-05,3
636,3.42282e-05,-6.04257e-05,-2.37288e-05,3
636.5,3.27141e-05,-5.97931e-05,-2.17797e-05,3
637,3.12267e-05,-5.91394e-05,-1.98431e-05,3
637.5,2.97667e-05,-5.84648e-05,-1.79202e-05,3
638,2.83343e-05,-5.77696e-05,-1.60119e-05,3
638.5,2.693e-05,-5.70538e-05,-1.41189e-05,3
639,2.55542e-05,-5.63177e-05,-1.22423e-05,3
639.5,2.42073e-05,-5.55616e-05,-1.03826e-05,3
640,2.28895e-05,-5.47856e-05,-8.54057e-06,3
640.5,2.16013e-05,-5.39901e-05,-6.71687e-06,3
641,2.0343e-05,-5.31754e-05,-4.91208e-06,3
641.5,1.91148e-05,-5.23416e-05,-3.12675e-06,3
642,1.79171e-05,-5.14892e-05,-1.36139e-06,3
642.5,1.67502e-05,-5.06185e-05,3.83526e-07,3
643,1.56142e-05,-4.97297e-05,2.10755e-06,3
643.5,1.45096e-05,-4.88234e-05,3.81027e-06,3
644,1.34364e-05,-4.78997e-05,5.49129e-06,3
644.5,1.2395e-05,-4.69592e-05,7.15025e-06,3
645,1.13855e-05,-4.60021e-05,8.7868e-06,3
645.5,1.0408e-05,-4.5029e-05,1.04006e-05,3
646,9.46272e-06,-4.40402e-05,1.19914e-05,3
646.5,8.54982e-06,-4.30361e-05,1.35587e-05,3
647,7.66939e-06,-4.20172e-05,1.51025e-05,3
647.5,6.82154e-06,-4.09838e-05,1.66222e-05,3
648,6.00632e-06,-3.99366e-05,1.81178e-05,3
648.5,5.2238e-06,-3.88758e-05,1.95888e-05,3
649,4.474e-06,-3.7802e-05,2.1035e-05,3
649.5,3.75694e-06,-3.67157e-05,2.24562e-05,3
650,3.07261e-06,-3.56173e-05,2.3852e-05,3
650.5,2.42098e-06,-3.45072e-05,2.52223e-05,3
651,1.80198e-06,-3.33861e-05,2.65666e-05,3
651.5,1.21556e-06,-3.22543e-05,2.78847e-05,3
652,6.61604e-07,-3.11124e-05,2.91763e-05,3
652.5,1.40002e-07,-2.99609e-05,3.04412e-05,3
653,-3.49388e-07,-2.88002e-05,3.1679e-05,3
653.5,-8.06729e-07,-2.76309e-05,3.28893e-05,3
654,-1.2322e-06,-2.64535e-05,3.4072e-05,3
654.5,-1.62602e-06,-2.52684e-05,3.52266e-05,3
655,-1.9884e-06,-2.40763e-05,3.63529e-05,3
655.5,-2.31959e-06,-2.28775e-05,3.74504e-05,3
656,-2.61987e-06,-2.16726e-05,3.85189e-05,3
656.5,-2.88953e-06,-2.0462e-05,3.95579e-05,3
657,-3.12887e-06,-1.92464e-05,4.05672e-05,3
657.5,-3.33823e-06,-1.80262e-05,4.15464e-05,3
658,-3.51796e-06,-1.68018e-05,4.2495e-05,3
658.5,-3.66844e-06,-1.55739e-05,4.34128e-05,3
659,-3.79005e-06,-1.43428e-05,4.42993e-05,3
659.5,-3.8832e-06,-1.3109e-05,4.51541e-05,3
660,-3.94833e-06,-1.18731e-05,4.59769e-05,3
660.5,-3.98588e-06,-1.06355e-05,4.67673e-05,3
661,-3.99632e-06,-9.39673e-06,4.75249e-05,3
661.5,-3.98014e-06,-8.15719e-06,4.82493e-05,3
662,-3.93782e-06,-6.91736e-06,4.89401e-05,3
662.5,-3.8699e-06,-5.67769e-06,4.95969e-05,3
663,-3.77689e-06,-4.43863e-06,5.02195e-05,3
663.5,-3.65936e-06,-3.20062e-06,5.08073e-05,3
664,-3.51785e-06,-1.96409e-06,5.13601e-05,3
664.5,-3.35296e-06,-7.29464e-07,5.18774e-05,3
665,-3.16526e-06,5.02849e-07,5.2359e-05,3
665.5,-2.95537e-06,1.73244e-06,5.28044e-05,3
666,-2.7239e-06,2.95892e-06,5.32135e-05,3
666.5,-2.47147e-06,4.1819e-06,5.35858e-05,3
667,-2.19873e-06,5.40101e-06,5.3921e-05,3
667.5,-1.90632e-06,6.61587e-06,5.4219e-05,3
668,-1.5949e-06,7.82613e-06,5.44793e-05,3
668.5,-1.26515e-06,9.03145e-06,5.47019e-05,3
669,-9.17729e-07,1.02315e-05,5.48864e-05,3
669.5,-5.53331e-07,1.14259e-05,5.50326e-05,3
670,-1.72644e-07,1.26145e-05,5.51404e-05,3
670.5,2.23633e-07,1.37968e-05,5.52096e-05,3
671,6.34799e-07,1.49726e-05,5.52401e-05,3
671.5,1.06014e-06,1.61417e-05,5.52317e-05,3
672,1.49896e-06,1.73037e-05,5.51844e-05,3
672.5,1.95053e-06,1.84584e-05,5.50981e-05,3
673,2.41413e-06,1.96056e-05,5.49728e-05,3
673.5,2.88904e-06,2.07451e-05,5.48085e-05,3
674,3.37454e-06,2.18766e-05,5.46052e-05,3
674.5,3.86992e-06,2.29999e-05,5.43629e-05,3
675,4.37444e-06,2.41148e-05,5.40818e-05,3
675.5,4.88738e-06,2.52212e-05,5.37619e-05,3
676,5.40802e-06,2.63189e-05,5.34035e-05,3
676.5,5.93565e-06,2.74078e-05,5.30067e-05,3
677,6.46954e-06,2.84877e-05,5.25717e-05,3
677.5,7.00898e-06,2.95584e-05,5.20988e-05,3
678,7.55327e-06,3.06199e-05,5.15883e-05,3
678.5,8.10169e-06,3.16721e-05,5.10404e-05,3
679,8.65355e-06,3.27149e-05,5.04556e-05,3
679.5,9.20815e-06,3.37481e-05,4.98341e-05,3
680,9.76481e-06,3.47719e-05,4.91766e-05,3
680.5,1.03228e-05,3.57859e-05,4.84833e-05,3
681,1.08816e-05,3.67904e-05,4.77547e-05,3
681.5,1.14403e-05,3.77851e-05,4.69915e-05,3
682,1.19985e-05,3.87702e-05,4.61941e-05,3
682.5,1.25553e-05,3.97455e-05,4.53632e-05,3
683,1.31103e-05,4.07112e-05,4.44994e-05,3
683.5,1.36627e-05,4.16672e-05,4.36032e-05,3
684,1.4212e-05,4.26135e-05,4.26755e-05,3
684.5,1.47575e-05,4.35502e-05,4.17168e-05,3
685,1.52986e-05,4.44773e-05,4.07281e-05,3
685.5,1.58348e-05,4.53949e-05,3.971e-05,3
686,1.63655e-05,4.6303e-05,3.86633e-05,3
686.5,1.68901e-05,4.72018e-05,3.75889e-05,3
687,1.74081e-05,4.80913e-05,3.64877e-05,3
687.5,1.79189e-05,4.89716e-05,3.53605e-05,3
688,1.84221e-05,4.98429e-05,3.42083e-05,3
688.5,1.89171e-05,5.07051e-05,3.3032e-05,3
689,1.94034e-05,5.15585e-05,3.18325e-05,3
689.5,1.98806e-05,5.24031e-05,3.06109e-05,3
690,2.03482e-05,5.32392e-05,2.93682e-05,3
690.5,2.08057e-05,5.40668e-05,2.81053e-05,3
691,2.12528e-05,5.4886e-05,2.68234e-05,3
691.5,2.16889e-05,5.56972e-05,2.55235e-05,3
692,2.21138e-05,5.65003e-05,2.42067e-05,3
692.5,2.2527e-05,5.72955e-05,2.28741e-05,3
693,2.29282e-05,5.80831e-05,2.15268e-05,3
693.5,2.3317e-05,5.88631e-05,2.01659e-05,3
694,2.36931e-05,5.96359e-05,1.87927e-05,3
694.5,2.40561e-05,6.04015e-05,1.74081e-05,3
695,2.44058e-05,6.11601e-05,1.60134e-05,3
695.5,2.47418e-05,6.19119e-05,1.46097e-05,3
696,2.5064e-05,6.26571e-05,1.31982e-05,3
696.5,2.5372e-05,6.33959e-05,1.17802e-05,3
697,2.56656e-05,6.41285e-05,1.03566e-05,3
697.5,2.59447e-05,6.48551e-05,8.92885e-06,3
698,2.62089e-05,6.55758e-05,7.49797e-06,3
698.5,2.64581e-05,6.62909e-05,6.06516e-06,3
699,2.66921e-05,6.70005e-05,4.63161e-06,3
699.5,2.69109e-05,6.77049e-05,3.19847e-06,3
700,2.71141e-05,6.84042e-05,1.76691e-06,3
700.5,2.73018e-05,6.90987e-05,3.38078e-07,3
701,2.74738e-05,6.97885e-05,-1.08689e-06,3
701.5,2.763e-05,7.04738e-05,-2.50685e-06,3
702,2.77703e-05,7.11547e-05,-3.92069e-06,3
702.5,2.78947e-05,7.18316e-05,-5.32731e-06,3
703,2.80031e-05,7.25045e-05,-6.72561e-06,3
703.5,2.80955e-05,7.31737e-05,-8.11452e-06,3
704,2.81718e-05,7.38393e-05,-9.49298e-06,3
704.5,2.82321e-05,7.45014e-05,-1.086e-05,3
705,2.82764e-05,7.51604e-05,-1.22144e-05,3
705.5,2.83047e-05,7.58162e-05,-1.35554e-05,3
706,2.83169e-05,7.64692e-05,-1.48819e-05,3
706.5,2.83133e-05,7.71194e-05,-1.61929e-05,3
707,2.82937e-05,7.7767e-05,-1.74876e-05,3
707.5,2.82584e-05,7.84122e-05,-1.87651e-05,3
708,2.82073e-05,7.9055e-05,-2.00244e-05,3
708.5,2.81405e-05,7.96957e-05,-2.12647e-05,3
709,2.80583e-05,8.03343e-05,-2.24853e-05,3
709.5,2.79606e-05,8.0971e-05,-2.36852e-05,3
710,2.78476e-05,8.16059e-05,-2.48638e-05,3
