time,wx,wy,wz,qw,qx,qy,qz,angle_to_exclusion,angle_to_los,angle_to_docking,phase
111,-0.00163168,-0.00734775,-0.00247425,0.495708,-0.00556171,-0.322424,0.806403,142.74,58.2967,72.5044,1
111.5,-0.00159747,-0.0073649,-0.00246656,0.495611,-0.00408316,-0.323666,0.805973,142.774,58.2792,72.5893,1
112,-0.00156372,-0.00738167,-0.00245805,0.49551,-0.00259752,-0.324903,0.805544,142.809,58.263,72.6735,1
112.5,-0.00153044,-0.00739803,-0.00244876,0.495403,-0.00110501,-0.326133,0.805116,142.844,58.2479,72.7569,1
113,-0.00149762,-0.00741401,-0.00243871,0.495292,0.000394167,-0.327357,0.804688,142.88,58.234,72.8396,1
113.5,-0.00146527,-0.00742961,-0.00242793,0.495175,0.0018998,-0.328576,0.804261,142.916,58.2213,72.9216,1
114,-0.00143339,-0.00744481,-0.00241645,0.495052,0.00341168,-0.329788,0.803835,142.952,58.2096,73.0027,1
114.5,-0.00140199,-0.00745963,-0.00240429,0.494924,0.0049296,-0.330995,0.80341,142.989,58.199,73.0831,1
115,-0.00137106,-0.00747408,-0.00239149,0.494791,0.00645335,-0.332196,0.802986,143.026,58.1895,73.1626,1
115.5,-0.0013406,-0.00748814,-0.00237807,0.494651,0.00798275,-0.333391,0.802563,143.063,58.181,73.2413,1
116,-0.00131062,-0.00750182,-0.00236405,0.494506,0.00951758,-0.334581,0.80214,143.101,58.1735,73.3192,1
116.5,-0.00128112,-0.00751513,-0.00234947,0.494355,0.0110576,-0.335765,0.801719,143.139,58.167,73.3962,1
117,-0.0012521,-0.00752807,-0.00233435,0.494197,0.0126028,-0.336943,0.801299,143.177,58.1614,73.4724,1
117.5,-0.00122356,-0.00754064,-0.00231872,0.494034,0.0141527,-0.338116,0.80088,143.216,58.1568,73.5477,1
118,-0.0011955,-0.00755284,-0.00230262,0.493864,0.0157074,-0.339283,0.800461,143.254,58.153,73.6222,1
118.5,-0.00116792,-0.00756467,-0.00228606,0.493688,0.0172665,-0.340446,0.800044,143.293,58.1502,73.6957,1
119,-0.00114082,-0.00757614,-0.00226907,0.493505,0.0188299,-0.341602,0.799629,143.332,58.1482,73.7684,1
119.5,-0.0011142,-0.00758725,-0.0022517,0.493316,0.0203974,-0.342754,0.799214,143.371,58.147,73.8401,1
120,-0.00108807,-0.00759801,-0.00223395,0.493121,0.0219688,-0.3439,0.798801,143.41,58.1466,73.911,1
120.5,-0.00106242,-0.0076084,-0.00221587,0.492918,0.023544,-0.345041,0.798388,143.449,58.1469,73.981,1
121,-0.00103724,-0.00761845,-0.00219748,0.49271,0.0251228,-0.346177,0.797977,143.488,58.1481,74.05,1
121.5,-0.00101255,-0.00762815,-0.0021788,0.492494,0.026705,-0.347308,0.797567,143.528,58.1499,74.1182,1
122,-0.000988338,-0.00763749,-0.00215987,0.492272,0.0282905,-0.348433,0.797159,143.567,58.1525,74.1855,1
122.5,-0.000964604,-0.0076465,-0.00214071,0.492043,0.029879,-0.349554,0.796751,143.606,58.1557,74.2518,1
123,-0.000941348,-0.00765516,-0.00212136,0.491808,0.0314704,-0.35067,0.796345,143.646,58.1596,74.3172,1
123.5,-0.000918568,-0.00766348,-0.00210183,0.491565,0.0330646,-0.351782,0.79594,143.685,58.1642,74.3818,1
124,-0.000896263,-0.00767146,-0.00208216,0.491316,0.0346614,-0.352888,0.795536,143.725,58.1693,74.4454,1
124.5,-0.000874432,-0.00767911,-0.00206238,0.49106,0.0362607,-0.35399,0.795133,143.764,58.1751,74.5081,1
125,-0.000853072,-0.00768643,-0.0020425,0.490798,0.0378623,-0.355087,0.794731,143.803,58.1814,74.57,1
125.5,-0.000832183,-0.00769341,-0.00202257,0.490528,0.039466,-0.35618,0.79433,143.842,58.1883,74.6309,1
126,-0.000811762,-0.00770008,-0.00200259,0.490252,0.0410717,-0.357268,0.793931,143.881,58.1956,74.6909,1
126.5,-0.000791807,-0.00770641,-0.00198261,0.489969,0.0426794,-0.358351,0.793532,143.921,58.2035,74.7501,1
127,-0.000772317,-0.00771243,-0.00196264,0.48968,0.0442887,-0.35943,0.793134,143.959,58.2119,74.8084,1
127.5,-0.000753288,-0.00771812,-0.00194272,0.489383,0.0458997,-0.360505,0.792738,143.998,58.2208,74.8658,1
128,-0.000734718,-0.0077235,-0.00192286,0.48908,0.0475121,-0.361576,0.792342,144.037,58.2301,74.9224,1
128.5,-0.000716605,-0.00772856,-0.00190309,0.488771,0.0491259,-0.362642,0.791947,144.076,58.2399,74.9781,1
129,-0.000698946,-0.00773332,-0.00188344,0.488455,0.050741,-0.363704,0.791553,144.114,58.25,75.033,1
129.5,-0.000681738,-0.00773776,-0.00186393,0.488132,0.0523571,-0.364762,0.79116,144.152,58.2606,75.0871,1
130,-0.000664978,-0.0077419,-0.00184459,0.487803,0.0539742,-0.365816,0.790767,144.191,58.2716,75.1403,1
130.5,-0.000648664,-0.00774573,-0.00182543,0.487468,0.0555922,-0.366866,0.790376,144.229,58.2829,75.1927,1
131,-0.000632792,-0.00774926,-0.00180648,0.487126,0.057211,-0.367912,0.789985,144.266,58.2946,75.2444,1
131.5,-0.000617359,-0.00775249,-0.00178777,0.486778,0.0588304,-0.368954,0.789594,144.304,58.3066,75.2952,1
132,-0.000602362,-0.00775542,-0.00176931,0.486424,0.0604504,-0.369993,0.789204,144.342,58.319,75.3453,1
132.5,-0.000587797,-0.00775805,-0.00175113,0.486064,0.0620708,-0.371027,0.788814,144.379,58.3316,75.3946,1
133,-0.000573661,-0.0077604,-0.00173325,0.485698,0.0636916,-0.372058,0.788425,144.416,58.3446,75.4431,1
133.5,-0.00055995,-0.00776245,-0.00171568,0.485326,0.0653127,-0.373085,0.788036,144.453,58.3578,75.491,1
134,-0.000546661,-0.00776421,-0.00169845,0.484948,0.0669339,-0.374108,0.787647,144.49,58.3713,75.5381,1
134.5,-0.000533789,-0.00776569,-0.00168158,0.484565,0.0685552,-0.375128,0.787259,144.527,58.3851,75.5845,1
135,-0.000521332,-0.00776688,-0.00166509,0.484175,0.0701765,-0.376144,0.78687,144.564,58.3992,75.6302,1
135.5,-0.000509285,-0.00776779,-0.00164899,0.483781,0.0717977,-0.377157,0.786482,144.6,58.4135,75.6753,1
136,-0.000497644,-0.00776842,-0.00163331,0.483381,0.0734188,-0.378166,0.786093,144.636,58.428,75.7197,1
136.5,-0.000486405,-0.00776877,-0.00161805,0.482976,0.0750396,-0.379172,0.785705,144.672,58.4427,75.7634,1
137,-0.000475564,-0.00776884,-0.00160324,0.482565,0.07666,-0.380175,0.785316,144.708,58.4577,75.8066,1
137.5,-0.000465118,-0.00776864,-0.0015889,0.48215,0.0782801,-0.381174,0.784927,144.744,58.4729,75.8491,1
138,-0.000455062,-0.00776817,-0.00157503,0.481729,0.0798998,-0.38217,0.784538,144.78,58.4883,75.891,1
138.5,-0.000445391,-0.00776742,-0.00156166,0.481304,0.0815189,-0.383162,0.784148,144.815,58.5039,75.9324,1
139,-0.000436102,-0.00776641,-0.00154879,0.480874,0.0831375,-0.384152,0.783757,144.85,58.5197,75.9733,1
139.5,-0.00042719,-0.00776513,-0.00153644,0.48044,0.0847553,-0.385138,0.783366,144.886,58.5356,76.0135,1
140,-0.00041865,-0.00776358,-0.00152463,0.480001,0.0863725,-0.386121,0.782975,144.921,58.5518,76.0533,1
140.5,-0.00041048,-0.00776176,-0.00151337,0.479559,0.087989,-0.387101,0.782582,144.956,58.5681,76.0926,1
141,-0.000402673,-0.00775969,-0.00150266,0.479112,0.0896046,-0.388077,0.782189,144.991,58.5847,76.1314,1
141.5,-0.000395227,-0.00775735,-0.00149252,0.478661,0.0912194,-0.389051,0.781794,145.025,58.6013,76.1697,1
142,-0.000388135,-0.00775476,-0.00148297,0.478206,0.0928332,-0.390022,0.781399,145.06,58.6182,76.2076,1
142.5,-0.000381395,-0.0077519,-0.001474,0.477748,0.0944461,-0.39099,0.781002,145.095,58.6352,76.2451,1
143,-0.000375001,-0.00774879,-0.00146563,0.477286,0.096058,-0.391954,0.780604,145.129,58.6524,76.2822,1
143.5,-0.000368949,-0.00774542,-0.00145786,0.476821,0.0976689,-0.392916,0.780205,145.164,58.6698,76.3189,1
144,-0.000363235,-0.0077418,-0.00145072,0.476352,0.0992787,-0.393875,0.779804,145.198,58.6873,76.3552,1
144.5,-0.000357854,-0.00773793,-0.00144419,0.475881,0.100887,-0.394831,0.779402,145.232,58.7051,76.3912,1
145,-0.000352801,-0.0077338,-0.00143829,0.475406,0.102495,-0.395784,0.778998,145.267,58.7229,76.4268,1
145.5,-0.000348073,-0.00772943,-0.00143303,0.474929,0.104101,-0.396734,0.778593,145.301,58.741,76.4622,1
146,-0.000343665,-0.0077248,-0.0014284,0.47445,0.105706,-0.397682,0.778185,145.335,58.7592,76.4972,1
146.5,-0.000339571,-0.00771993,-0.00142442,0.473968,0.10731,-0.398627,0.777776,145.37,58.7776,76.532,1
147,-0.000335789,-0.00771481,-0.00142109,0.473484,0.108913,-0.399568,0.777365,145.404,58.7962,76.5665,1
147.5,-0.000332313,-0.00770945,-0.0014184,0.472998,0.110514,-0.400507,0.776952,145.438,58.8149,76.6008,1
148,-0.00032914,-0.00770384,-0.00141637,0.472509,0.112114,-0.401444,0.776536,145.473,58.8339,76.6349,1
148.5,-0.000326264,-0.00769798,-0.00141499,0.47202,0.113713,-0.402377,0.776118,145.507,58.853,76.6687,1
149,-0.000323682,-0.00769189,-0.00141427,0.471528,0.11531,-0.403308,0.775698,145.542,58.8724,76.7024,1
149.5,-0.00032139,-0.00768555,-0.0014142,0.471035,0.116906,-0.404236,0.775276,145.576,58.8919,76.736,1
150,-0.000319382,-0.00767897,-0.00141479,0.470541,0.1185,-0.405161,0.774851,145.611,58.9116,76.7694,1
150.5,-0.000317655,-0.00767215,-0.00141603,0.470046,0.120093,-0.406083,0.774423,145.646,58.9315,76.8026,1
151,-0.000316205,-0.00766509,-0.00141792,0.46955,0.121685,-0.407003,0.773992,145.681,58.9517,76.8358,1
151.5,-0.000315027,-0.0076578,-0.00142046,0.469053,0.123275,-0.40792,0.773559,145.716,58.9721,76.8689,1
152,-0.000314118,-0.00765026,-0.00142365,0.468556,0.124864,-0.408835,0.773123,145.751,58.9927,76.9018,1
152.5,-0.000313474,-0.00764249,-0.00142748,0.468058,0.126451,-0.409746,0.772684,145.786,59.0135,76.9348,1
153,-0.00031309,-0.00763449,-0.00143195,0.46756,0.128036,-0.410655,0.772242,145.822,59.0346,76.9677,1
153.5,-0.000312963,-0.00762624,-0.00143706,0.467061,0.12962,-0.411561,0.771796,145.858,59.0559,77.0006,1
154,-0.000313088,-0.00761777,-0.00144279,0.466563,0.131203,-0.412465,0.771348,145.894,59.0775,77.0334,1
154.5,-0.000313463,-0.00760906,-0.00144915,0.466065,0.132784,-0.413366,0.770896,145.93,59.0993,77.0663,1
155,-0.000314083,-0.00760011,-0.00145611,0.465568,0.134363,-0.414264,0.77044,145.966,59.1214,77.0992,1
155.5,-0.000314945,-0.00759093,-0.00146369,0.465071,0.135941,-0.415159,0.769982,146.003,59.1438,77.1321,1
156,-0.000316045,-0.00758152,-0.00147187,0.464575,0.137517,-0.416052,0.769519,146.04,59.1664,77.1651,1
156.5,-0.00031738,-0.00757188,-0.00148063,0.464079,0.139092,-0.416942,0.769054,146.077,59.1894,77.1982,1
157,-0.000318946,-0.00756201,-0.00148998,0.463585,0.140665,-0.417829,0.768584,146.115,59.2127,77.2313,1
157.5,-0.000320739,-0.00755191,-0.0014999,0.463092,0.142237,-0.418714,0.768111,146.153,59.2362,77.2645,1
158,-0.000322758,-0.00754157,-0.00151037,0.4626,0.143806,-0.419595,0.767633,146.191,59.2601,77.2979,1
158.5,-0.000324998,-0.00753101,-0.0015214,0.462109,0.145374,-0.420474,0.767152,146.229,59.2843,77.3313,1
159,-0.000327456,-0.00752021,-0.00153297,0.46162,0.146941,-0.421351,0.766667,146.268,59.3089,77.3649,1
159.5,-0.000330129,-0.00750919,-0.00154505,0.461133,0.148506,-0.422224,0.766178,146.307,59.3338,77.3987,1
160,-0.000333015,-0.00749794,-0.00155766,0.460648,0.150069,-0.423095,0.765685,146.347,59.359,77.4326,1
160.5,-0.00033611,-0.00748646,-0.00157076,0.460165,0.15163,-0.423963,0.765188,146.387,59.3846,77.4666,1
161,-0.000339413,-0.00747475,-0.00158434,0.459683,0.15319,-0.424828,0.764686,146.427,59.4106,77.5009,1
161.5,-0.000342919,-0.00746282,-0.0015984,0.459205,0.154748,-0.425691,0.76418,146.468,59.4369,77.5354,1
162,-0.000346627,-0.00745066,-0.00161291,0.458728,0.156304,-0.42655,0.76367,146.509,59.4636,77.57,1
162.5,-0.000350533,-0.00743827,-0.00162786,0.458254,0.157858,-0.427407,0.763156,146.551,59.4907,77.6049,1
163,-0.000354637,-0.00742565,-0.00164323,0.457783,0.159411,-0.428261,0.762637,146.593,59.5182,77.64,1
163.5,-0.000358934,-0.00741281,-0.00165901,0.457315,0.160962,-0.429112,0.762114,146.636,59.5461,77.6753,1
164,-0.000363424,-0.00739974,-0.00167519,0.456849,0.162511,-0.429961,0.761586,146.679,59.5745,77.7109,1
164.5,-0.000368104,-0.00738644,-0.00169173,0.456387,0.164058,-0.430806,0.761053,146.723,59.6032,77.7467,1
165,-0.000372972,-0.00737292,-0.00170863,0.455927,0.165603,-0.431649,0.760516,146.767,59.6324,77.7827,1
165.5,-0.000378026,-0.00735918,-0.00172586,0.455471,0.167147,-0.432489,0.759975,146.811,59.662,77.8191,1
166,-0.000383265,-0.00734521,-0.00174342,0.455018,0.168688,-0.433326,0.759428,146.856,59.6921,77.8557,1
166.5,-0.000388686,-0.00733101,-0.00176127,0.454569,0.170228,-0.43416,0.758878,146.902,59.7226,77.8926,1
167,-0.000394288,-0.00731659,-0.0017794,0.454123,0.171765,-0.434991,0.758322,146.948,59.7535,77.9298,1
167.5,-0.00040007,-0.00730195,-0.00179779,0.453681,0.173301,-0.435819,0.757761,146.995,59.7849,77.9672,1
168,-0.000406029,-0.00728708,-0.00181641,0.453242,0.174834,-0.436644,0.757196,147.042,59.8168,78.005,1
168.5,-0.000412166,-0.00727198,-0.00183526,0.452808,0.176366,-0.437467,0.756626,147.09,59.8492,78.0431,1
169,-0.000418479,-0.00725667,-0.0018543,0.452377,0.177895,-0.438286,0.756051,147.138,59.882,78.0815,1
169.5,-0.000424966,-0.00724112,-0.00187351,0.45195,0.179422,-0.439103,0.755472,147.187,59.9153,78.1202,1
170,-0.000431627,-0.00722536,-0.00189288,0.451527,0.180947,-0.439916,0.754887,147.236,59.9491,78.1592,1
170.5,-0.00043846,-0.00720937,-0.00191238,0.451109,0.18247,-0.440727,0.754298,147.286,59.9834,78.1985,1
171,-0.000445465,-0.00719316,-0.00193198,0.450694,0.18399,-0.441535,0.753704,147.337,60.0181,78.2382,1
171.5,-0.000452642,-0.00717672,-0.00195167,0.450284,0.185508,-0.442339,0.753105,147.388,60.0534,78.2782,1
172,-0.00045999,-0.00716006,-0.00197143,0.449878,0.187024,-0.443141,0.752501,147.439,60.0891,78.3185,1
172.5,-0.000467508,-0.00714318,-0.00199122,0.449476,0.188537,-0.44394,0.751892,147.492,60.1254,78.3591,1
173,-0.000475195,-0.00712608,-0.00201102,0.449079,0.190048,-0.444736,0.751279,147.545,60.1621,78.4001,1
173.5,-0.000483053,-0.00710875,-0.00203082,0.448686,0.191557,-0.445529,0.75066,147.598,60.1993,78.4415,1
174,-0.00049108,-0.0070912,-0.00205059,0.448298,0.193062,-0.446319,0.750037,147.652,60.2371,78.4831,1
174.5,-0.000499276,-0.00707343,-0.00207029,0.447914,0.194565,-0.447106,0.749409,147.707,60.2753,78.5251,1
175,-0.000507642,-0.00705543,-0.00208992,0.447535,0.196066,-0.44789,0.748776,147.762,60.314,78.5675,1
175.5,-0.000516177,-0.00703722,-0.00210944,0.44716,0.197563,-0.448672,0.748138,147.818,60.3532,78.6102,1
176,-0.000524882,-0.00701878,-0.00212882,0.44679,0.199058,-0.44945,0.747495,147.874,60.393,78.6532,1
176.5,-0.000533758,-0.00700012,-0.00214805,0.446425,0.20055,-0.450225,0.746848,147.931,60.4332,78.6966,1
177,-0.000542804,-0.00698123,-0.0021671,0.446064,0.202039,-0.450998,0.746196,147.988,60.4738,78.7403,1
177.5,-0.000552021,-0.00696213,-0.00218594,0.445708,0.203525,-0.451767,0.745539,148.046,60.515,78.7844,1
178,-0.00056141,-0.0069428,-0.00220455,0.445356,0.205007,-0.452534,0.744878,148.105,60.5567,78.8288,1
178.5,-0.000570971,-0.00692325,-0.0022229,0.445009,0.206487,-0.453298,0.744212,148.164,60.5988,78.8735,1
179,-0.000580705,-0.00690349,-0.00224096,0.444667,0.207963,-0.454059,0.743541,148.224,60.6414,78.9186,1
179.5,-0.000590614,-0.0068835,-0.00225872,0.444329,0.209436,-0.454817,0.742866,148.284,60.6845,78.964,1
180,-0.000600697,-0.00686328,-0.00227614,0.443996,0.210905,-0.455572,0.742186,148.345,60.728,79.0097,1
180.5,-0.000610956,-0.00684285,-0.0022932,0.443668,0.212371,-0.456325,0.741502,148.406,60.7719,79.0558,1
181,-0.000621393,-0.0068222,-0.00230987,0.443344,0.213833,-0.457074,0.740814,148.468,60.8163,79.1022,1
181.5,-0.000632008,-0.00680132,-0.00232612,0.443025,0.215291,-0.457821,0.740121,148.53,60.8612,79.1489,1
182,-0.000642803,-0.00678023,-0.00234194,0.44271,0.216745,-0.458566,0.739423,148.593,60.9064,79.196,1
182.5,-0.000653778,-0.00675891,-0.00235729,0.4424,0.218195,-0.459307,0.738722,148.656,60.9521,79.2433,1
183,-0.000664937,-0.00673738,-0.00237215,0.442094,0.219642,-0.460046,0.738016,148.72,60.9981,79.291,1
183.5,-0.000676279,-0.00671562,-0.00238649,0.441793,0.221084,-0.460782,0.737306,148.784,61.0446,79.339,1
184,-0.000687806,-0.00669365,-0.00240029,0.441496,0.222522,-0.461516,0.736593,148.848,61.0914,79.3873,1
184.5,-0.000699521,-0.00667145,-0.00241352,0.441203,0.223955,-0.462247,0.735875,148.913,61.1385,79.4359,1
185,-0.000711425,-0.00664903,-0.00242616,0.440914,0.225384,-0.462976,0.735153,148.978,61.1861,79.4849,1
185.5,-0.000723519,-0.0066264,-0.00243817,0.44063,0.226808,-0.463702,0.734427,149.044,61.2339,79.5341,1
186,-0.000735806,-0.00660354,-0.00244954,0.44035,0.228227,-0.464426,0.733698,149.11,61.2821,79.5836,1
186.5,-0.000748287,-0.00658047,-0.00246024,0.440074,0.229641,-0.465148,0.732965,149.177,61.3305,79.6334,1
187,-0.000760964,-0.00655717,-0.00247024,0.439802,0.23105,-0.465867,0.732228,149.243,61.3793,79.6835,1
187.5,-0.00077384,-0.00653366,-0.00247952,0.439533,0.232454,-0.466584,0.731488,149.311,61.4283,79.7339,1
188,-0.000786916,-0.00650993,-0.00248805,0.439269,0.233853,-0.467298,0.730745,149.378,61.4776,79.7845,1
188.5,-0.000800194,-0.00648597,-0.00249581,0.439008,0.235246,-0.468011,0.729998,149.445,61.5271,79.8355,1
189,-0.000813677,-0.0064618,-0.00250277,0.438751,0.236634,-0.468721,0.729248,149.513,61.5768,79.8867,1
189.5,-0.000827367,-0.00643741,-0.00250891,0.438498,0.238015,-0.469429,0.728495,149.581,61.6267,79.9381,1
190,-0.000841265,-0.0064128,-0.00251421,0.438248,0.239391,-0.470136,0.727738,149.65,61.6767,79.9899,1
190.5,-0.000855374,-0.00638798,-0.00251864,0.438001,0.240761,-0.47084,0.726979,149.718,61.7269,80.0419,1
191,-0.000869697,-0.00636293,-0.00252217,0.437758,0.242124,-0.471543,0.726217,149.787,61.7772,80.0941,1
191.5,-0.000884235,-0.00633767,-0.00252478,0.437518,0.243481,-0.472244,0.725452,149.855,61.8276,80.1466,1
192,-0.000898991,-0.00631219,-0.00252646,0.437281,0.244832,-0.472943,0.724685,149.924,61.8781,80.1993,1
192.5,-0.000913968,-0.00628648,-0.00252717,0.437046,0.246175,-0.473641,0.723915,149.993,61.9286,80.2523,1
193,-0.000929167,-0.00626057,-0.0025269,0.436815,0.247512,-0.474337,0.723143,150.062,61.9792,80.3055,1
193.5,-0.000944591,-0.00623443,-0.00252561,0.436586,0.248842,-0.475031,0.722368,150.131,62.0298,80.3589,1
194,-0.000960242,-0.00620807,-0.0025233,0.43636,0.250164,-0.475724,0.721591,150.2,62.0803,80.4126,1
194.5,-0.000976122,-0.0061815,-0.00251993,0.436136,0.251479,-0.476416,0.720813,150.269,62.1307,80.4665,1
195,-0.000992235,-0.00615471,-0.00251548,0.435915,0.252786,-0.477107,0.720032,150.338,62.1811,80.5206,1
195.5,-0.00100858,-0.0061277,-0.00250994,0.435696,0.254086,-0.477797,0.719249,150.406,62.2314,80.5749,1
196,-0.00102517,-0.00610047,-0.00250328,0.435479,0.255377,-0.478486,0.718465,150.475,62.2815,80.6294,1
196.5,-0.00104199,-0.00607303,-0.00249549,0.435263,0.25666,-0.479173,0.71768,150.543,62.3314,80.6841,1
197,-0.00105905,-0.00604536,-0.00248653,0.43505,0.257935,-0.47986,0.716893,150.612,62.3812,80.7391,1
197.5,-0.00107636,-0.00601748,-0.00247639,0.434838,0.259201,-0.480547,0.716104,150.68,62.4306,80.7942,1
198,-0.00109391,-0.00598938,-0.00246506,0.434628,0.260459,-0.481233,0.715315,150.747,62.4799,80.8495,1
198.5,-0.00111171,-0.00596106,-0.00245251,0.434418,0.261707,-0.481918,0.714524,150.815,62.5288,80.905,1
199,-0.00112977,-0.00593253,-0.00243872,0.434211,0.262947,-0.482603,0.713733,150.882,62.5773,80.9607,1
199.5,-0.00114807,-0.00590377,-0.00242368,0.434004,0.264176,-0.483287,0.712941,150.949,62.6255,81.0166,1
200,-0.00116663,-0.0058748,-0.00240736,0.433798,0.265397,-0.483972,0.712149,151.015,62.6733,81.0726,1
200.5,-0.00118544,-0.0058456,-0.00238975,0.433592,0.266607,-0.484656,0.711356,151.081,62.7207,81.1289,1
201,-0.00120452,-0.00581619,-0.00237084,0.433387,0.267807,-0.485341,0.710563,151.146,62.7676,81.1853,1
201.5,-0.00122385,-0.00578656,-0.0023506,0.433183,0.268997,-0.486026,0.709769,151.211,62.8139,81.2419,1
202,-0.00124345,-0.00575671,-0.00232901,0.432979,0.270177,-0.486711,0.708976,151.275,62.8597,81.2986,1
202.5,-0.00126331,-0.00572664,-0.00230607,0.432774,0.271345,-0.487396,0.708183,151.339,62.9049,81.3556,1
203,-0.00128344,-0.00569635,-0.00228175,0.43257,0.272503,-0.488083,0.70739,151.402,62.9495,81.4126,1
203.5,-0.00130383,-0.00566584,-0.00225605,0.432365,0.27365,-0.488769,0.706598,151.464,62.9934,81.4699,1
204,-0.0013245,-0.00563511,-0.00222894,0.43216,0.274785,-0.489457,0.705806,151.526,63.0366,81.5273,1
204.5,-0.00134543,-0.00560416,-0.00220041,0.431955,0.275909,-0.490146,0.705015,151.587,63.0791,81.5849,1
205,-0.00136664,-0.00557298,-0.00217045,0.431748,0.277021,-0.490836,0.704225,151.647,63.1207,81.6426,1
205.5,-0.00138812,-0.00554158,-0.00213904,0.43154,0.27812,-0.491527,0.703437,151.706,63.1616,81.7005,1
206,-0.00140988,-0.00550996,-0.00210617,0.431332,0.279208,-0.49222,0.702649,151.765,63.2015,81.7585,1
206.5,-0.00143191,-0.00547812,-0.00207184,0.431121,0.280282,-0.492914,0.701863,151.822,63.2406,81.8167,1
207,-0.00145422,-0.00544605,-0.00203601,0.43091,0.281344,-0.49361,0.701079,151.879,63.2787,81.8751,1
207.5,-0.00147681,-0.00541376,-0.00199869,0.430696,0.282393,-0.494308,0.700296,151.934,63.3158,81.9336,1
208,-0.00149968,-0.00538124,-0.00195987,0.430481,0.283428,-0.495008,0.699515,151.989,63.3519,81.9923,1
208.5,-0.00152282,-0.0053485,-0.00191952,0.430264,0.28445,-0.49571,0.698737,152.042,63.3869,82.0511,1
209,-0.00154625,-0.00531553,-0.00187765,0.430044,0.285458,-0.496414,0.69796,152.094,63.4207,82.1101,1
209.5,-0.00156996,-0.00528233,-0.00183423,0.429822,0.286452,-0.497121,0.697187,152.145,63.4534,82.1692,1
210,-0.00159394,-0.0052489,-0.00178927,0.429597,0.287432,-0.49783,0.696415,152.195,63.4849,82.2285,1
210.5,-0.00161821,-0.00521524,-0.00174275,0.429369,0.288397,-0.498542,0.695647,152.244,63.5152,82.2879,1
211,-0.00164276,-0.00518135,-0.00169466,0.429139,0.289347,-0.499257,0.694881,152.291,63.5441,82.3475,1
211.5,-0.00166759,-0.00514723,-0.00164499,0.428905,0.290282,-0.499976,0.694119,152.337,63.5717,82.4073,1
212,-0.0016927,-0.00511287,-0.00159375,0.428667,0.291202,-0.500697,0.69336,152.381,63.5978,82.4672,1
212.5,-0.00171809,-0.00507828,-0.00154091,0.428426,0.292106,-0.501422,0.692604,152.424,63.6226,82.5273,1
213,-0.00174376,-0.00504345,-0.00148647,0.428182,0.292994,-0.50215,0.691853,152.465,63.6459,82.5875,1
213.5,-0.0017697,-0.00500839,-0.00143043,0.427933,0.293866,-0.502882,0.691104,152.505,63.6676,82.648,1
214,-0.00179592,-0.00497308,-0.00137278,0.42768,0.294722,-0.503618,0.69036,152.544,63.6878,82.7085,1
214.5,-0.00182242,-0.00493753,-0.00131351,0.427423,0.295561,-0.504358,0.68962,152.58,63.7063,82.7693,1
215,-0.0018492,-0.00490174,-0.00125262,0.427161,0.296383,-0.505103,0.688885,152.615,63.7232,82.8302,1
215.5,-0.00187624,-0.00486571,-0.0011901,0.426894,0.297187,-0.505851,0.688154,152.648,63.7383,82.8913,1
216,-0.00190356,-0.00482943,-0.00112595,0.426623,0.297974,-0.506605,0.687427,152.68,63.7517,82.9526,1
