phase,node,time,normalized_time,T_i,qw,qx,qy,qz,wx,wy,wz,taux,tauy,tauz
1,80,80.0,0.26755852842809363,299.0,0.707106791045634,9.624436336647051e-18,-1.659004199906807e-17,0.7071067713274622,6.532680002483755e-19,-8.197090301588385e-18,-5.356383731301547e-08,4.8075151592302425e-20,4.250443028412643e-18,2.864925764723224e-09
1,81,81.0,0.2709030100334448,299.0,0.7071068099833098,1.275351091915693e-17,-1.9257185734095752e-17,0.7071067523897855,8.93645081685502e-19,-2.8840365160374545e-18,-3.923920848939352e-08,4.868618973010719e-20,7.136553518324575e-18,7.919994116078018e-09
1,82,82.0,0.27424749163879597,299.0,0.7071068238564643,1.4089123383390985e-17,-1.996089515804622e-17,0.7071067385166296,1.1370763665094609e-18,6.0366553819142985e-18,3.6076209101045024e-10,4.915457892142181e-20,1.0091922732935224e-17,1.2941962000211135e-09
1,83,83.0,0.27759197324414714,299.0,0.7071068237289156,1.2356860721164379e-17,-1.742459783291327e-17,0.7071067386441784,1.3828491946017178e-18,1.8651558798135388e-17,6.8317430911119406e-09,5.112297781406738e-20,1.2483997616476013e-17,2.5098645742671904e-09
1,84,84.0,0.2809364548494983,299.0,0.7071068213135299,6.251450200079561e-18,-1.0341364573213024e-17,0.7071067410595644,1.6384643613835434e-18,3.425655581878162e-17,1.938106596244113e-08,5.326709732920756e-20,1.3525637838807235e-17,6.726039130398344e-09
1,85,85.0,0.2842809364548495,299.0,0.7071068144612886,-5.280786074459272e-18,2.3494421946716725e-18,0.7071067479118064,1.9048017941506555e-18,5.116360311732867e-17,5.3011261614428016e-08,5.21835237522377e-20,1.2257484745319331e-17,4.754494197063111e-10
1,86,86.0,0.28762541806020064,299.0,0.707106795718978,-2.2696401413526698e-17,2.111195774963817e-17,0.7071067666541183,2.165727613955943e-18,6.648545904898891e-17,5.538850871295038e-08,4.793187917985188e-20,7.76626310571542e-18,-5.686109888168747e-09
1,87,87.0,0.2909698996655518,299.0,0.707106776136183,-4.5436859494256944e-17,4.53838187797302e-17,0.7071067862369134,2.4053982557664095e-18,7.619328793110024e-17,2.6957959272100413e-08,4.495088962441946e-20,-6.72853073528567e-19,-3.757690581825615e-09
1,88,88.0,0.29431438127090304,299.0,0.707106766605105,-7.152481765285309e-17,7.317265131481152e-17,0.7071067957679913,2.6301590774868524e-18,7.535222158909764e-17,8.169506362979695e-09,4.651470998962522e-20,-1.3298818008795344e-17,-1.27157704588774e-09
1,89,89.0,0.2976588628762542,299.0,0.7071067637167483,-9.723594966009303e-17,1.0074358620689597e-16,0.707106798656348,2.8627345195000294e-18,5.872869907794181e-17,1.811621133558753e-09,5.184399010116031e-20,-2.961438056890303e-17,-3.1048889930993885e-09
1,90,90.0,0.3010033444816054,299.0,0.7071067630762434,-1.1698755123752616e-16,1.2251944589877097e-16,0.7071067992968528,3.12195483822758e-18,2.1710723366579976e-17,-1.3712823831929099e-08,6.076255305275487e-20,-4.812966839553587e-17,-7.056353349449427e-09
1,91,91.0,0.30434782608695654,299.0,0.7071067679244589,-1.2355967430608683e-16,1.3129912230197636e-16,0.7071067944486374,3.4257671059211617e-18,-3.845136212813215e-17,-4.899459057917932e-08,7.58793814686825e-20,-6.620722196768321e-17,-7.253769820511744e-09
1,92,92.0,0.3076923076923077,299.0,0.7071067852466627,-1.0875387600127506e-16,1.1891570137865222e-16,0.7071067771264339,3.805170193361956e-18,-1.2121038958805815e-16,-8.526343968175197e-08,9.763185160061288e-20,-8.008439150709377e-17,6.975902742351602e-09
